Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
115786	16.9	0.0	Neural Network (Specific Model)	11	0.859	6419	308.64383561643837	393053	0.56	365	74	16222	None
115788	9.14	5.72	Neural Network (Specific Model)	11	0.881	7401	311.17826086956524	243480	0.45	230	38	15064	None
116	100.0	77.87	Gradient Boost (General Model)	11	0.893	31318	287.59141055949567	7336442	0.31	7614	538	136423	None
116040	20.0	0.0	Neural Network (Specific Model)	11	0.908	3501	253.2925925925926	450884	0.34	540	130	11539	None
116537	14.22	0.02	Neural Network (Specific Model)	11	0.872	3431	259.82570806100216	409815	0.59	459	121	10347	None
116555	6.05	0.17	Neural Network (Specific Model)	11	0.781	2675	219.19814241486068	271143	0.5	323	98	13283	None
116714	11.14	0.27	Neural Network (Specific Model)	11	0.905	6899	318.93243243243245	234293	0.57	222	38	17252	None
117389	22.19	0.23	Neural Network (Specific Model)	11	0.893	3477	283.1034103410341	862801	0.58	909	250	10922	None
117427	6.18	0.0	Neural Network (Specific Model)	11	0.903	3041	217.19024390243902	290129	0.42	410	90	9337	None
117899	6.8	0.12	Neural Network (Specific Model)	11	0.918	3595	183.79552715654953	372114	0.55	626	107	9874	None
118100	3.91	0.87	Neural Network (Specific Model)	11	0.896	3204	289.65966386554624	230700	0.38	238	74	6637	None
119709	7.11	0.0	Neural Network (Specific Model)	11	0.814	3411	215.72392638036808	258319	0.52	326	78	7490	None
12	11.36	108.46	Neural Network (Specific Model)	11	0.928	49355	310.2034906981396	20013609	0.38	19996	1201	386477	None
1206	84.0	2.68	Neural Network (Specific Model)	11	0.876	8292	303.3783388218075	2836180	0.44	2733	423	39175	None
120790	0.52	0.46	Neural Network (Specific Model)	11	0.86	4659	116.33511586452762	218396	0.53	561	51	6583	None
12110	66.04	9.8	Gradient Boost (General Model)	11	0.895	3402	256.512682137075	1590047	0.52	1853	451	16902	None
12125	15.57	1.3	Neural Network (Specific Model)	11	0.918	2576	274.28205128205127	209411	0.29	234	80	4598	None
122	99.5	102.09	Neural Network (Specific Model)	11	0.881	23648	328.7735493002044	7105734	0.43	6359	600	133048	None
12423	53.79	3.88	Neural Network (Specific Model)	11	0.885	2912	280.6666666666667	1767069	0.41	1860	583	10070	None
1285	99.89	84.1	Gradient Boost (General Model)	11	0.905	6289	281.99825632083696	4284361	0.62	4588	801	37883	None
1292	96.76	74.0	Gradient Boost (General Model)	11	0.901	9199	282.58092045108197	3081935	0.28	3281	441	37714	None
13	99.47	113.29	Gradient Boost (General Model)	11	0.897	20959	291.7285293451167	12891778	0.28	13239	1002	385493	Low confidence prediction - substantial (36%) disagreement between completeness prediction models
13339	5.27	1.16	Neural Network (Specific Model)	11	0.893	6265	229.2051282051282	209608	0.46	273	39	25463	None
13709	43.67	0.92	Neural Network (Specific Model)	11	0.886	5304	279.50117647058823	1203778	0.41	1275	260	24717	None
14132	46.76	0.04	Neural Network (Specific Model)	11	0.902	4005	262.7881278538813	954989	0.6	1095	254	11675	None
1466	6.46	0.06	Neural Network (Specific Model)	11	0.966	16507	296.42605633802816	259961	0.37	284	27	24611	None
151	89.99	3.47	Gradient Boost (General Model)	11	0.891	41903	320.5780104712042	2058312	0.52	1910	94	115868	None
15525	6.91	0.13	Neural Network (Specific Model)	11	0.939	5015	254.65037593984962	215974	0.39	266	50	42340	None
15654	44.37	1.11	Gradient Boost (General Model)	11	0.924	2906	264.18735891647856	379344	0.29	443	126	8554	None
15687	11.59	0.0	Neural Network (Specific Model)	11	0.89	2627	278.31771894093686	459590	0.41	491	165	8541	None
158	7.16	108.8	Neural Network (Specific Model)	11	0.871	14950	298.07651161571135	19527536	0.52	19069	2019	112376	None
15835	53.78	6.35	Gradient Boost (General Model)	11	0.913	2745	276.1679894179894	684506	0.28	756	242	8485	None
163	100.0	108.48	Gradient Boost (General Model)	11	0.88	48498	316.9852700490998	5932501	0.41	5499	187	210044	None
1643	15.57	0.7	Neural Network (Specific Model)	11	0.88	22239	231.61671469740634	546738	0.33	694	68	91916	None
172	98.76	103.71	Gradient Boost (General Model)	11	0.888	23694	276.3856603773585	3699835	0.28	3975	244	107481	None
17271	6.36	0.04	Neural Network (Specific Model)	11	0.909	5387	254.540350877193	238185	0.46	285	53	14318	None
17562	16.42	1.8	Neural Network (Specific Model)	11	0.874	8385	270.1741122565865	806750	0.34	873	118	43668	None
1854	82.56	1.79	Neural Network (Specific Model)	11	0.848	7306	302.62463907603467	2222054	0.37	2078	385	30312	None
1867	86.66	2.09	Gradient Boost (General Model)	11	0.894	7127	270.2704142011834	1531113	0.62	1690	272	30191	None
19240	4.81	0.17	Neural Network (Specific Model)	11	0.89	4347	330.6479591836735	217714	0.43	196	54	7435	None
193	97.91	0.62	Gradient Boost (General Model)	11	0.895	30402	315.46015037593986	2106703	0.52	1995	108	99464	None
2001	4.9	0.05	Neural Network (Specific Model)	11	0.924	12465	366.08743169398906	217251	0.39	183	33	28861	None
2065	83.81	1.15	Neural Network (Specific Model)	11	0.812	7350	300.56378600823047	1883989	0.52	1701	326	28219	None
2103	14.71	0.43	Neural Network (Specific Model)	11	0.869	9575	323.2134831460674	792458	0.47	712	104	27981	None
21034	8.51	1.22	Neural Network (Specific Model)	11	0.873	23444	250.90822179732314	449057	0.38	523	42	77723	None
217	92.31	1.24	Gradient Boost (General Model)	11	0.877	30612	346.5635559131134	2943625	0.58	2486	155	174079	None
22177	26.84	1.99	Neural Network (Specific Model)	11	0.896	2827	225.53286384976525	641609	0.48	852	228	6745	None
2231	6.04	0.13	Neural Network (Specific Model)	11	0.864	8792	231.80733944954127	261122	0.49	327	46	26948	None
22553	6.84	0.7	Neural Network (Specific Model)	11	0.904	5827	245.55311355311355	221638	0.48	273	52	11362	None
2362	89.21	47.32	Gradient Boost (General Model)	11	0.918	5056	283.6877382465057	2914258	0.44	3148	671	19791	None
23816	86.36	80.75	Neural Network (Specific Model)	11	0.9	4975	274.21012767799175	4215859	0.42	4621	932	29850	None
24	94.66	101.64	Neural Network (Specific Model)	11	0.867	8019	304.46613939693526	10638758	0.57	10115	1711	332089	None
24018	100.0	87.71	Gradient Boost (General Model)	11	0.915	4501	318.6023215497098	13848574	0.47	13267	3290	45446	None
2417	87.7	14.14	Neural Network (Specific Model)	11	0.877	6701	269.626746506986	2768545	0.61	3006	546	25516	None
2422	30.84	9.83	Neural Network (Specific Model)	11	0.89	7262	246.19289878113406	1563040	0.55	1887	277	38930	None
244	100.0	8.17	Neural Network (Specific Model)	11	0.884	79377	321.55378020265005	2794529	0.43	2566	98	308206	None
2443	92.11	2.03	Neural Network (Specific Model)	11	0.886	50841	327.3018867924528	2345193	0.43	2120	84	121862	None
2445	2.42	101.37	Neural Network (Specific Model)	11	0.868	8024	288.7902401494752	18131824	0.53	18197	3131	117737	None
2446	4.28	0.01	Neural Network (Specific Model)	11	0.843	117332	255.61434977578475	202493	0.46	223	5	117332	None
2457	93.8	102.75	Neural Network (Specific Model)	11	0.872	8844	325.19226417035287	10857464	0.54	9721	1767	98081	None
2468	74.93	102.72	Neural Network (Specific Model)	11	0.916	14884	296.6282545242265	8299978	0.35	8565	979	83698	None
2483	90.44	0.0	Neural Network (Specific Model)	11	0.891	33751	309.7390562819784	1831161	0.4	1759	63	116419	None
2486	14.47	0.84	Neural Network (Specific Model)	11	0.888	10773	306.9729064039409	839833	0.4	812	130	75326	None
2500	78.76	0.32	Neural Network (Specific Model)	11	0.875	25317	333.8071718538566	1690032	0.6	1478	92	67092	None
2509	50.35	2.77	Gradient Boost (General Model)	11	0.875	4148	277.10357359176254	1565642	0.56	1651	392	20649	None
252	87.07	4.34	Neural Network (Specific Model)	11	0.89	67293	320.50393336418324	2330536	0.42	2161	57	253167	None
253	93.96	91.14	Neural Network (Specific Model)	11	0.9	42771	335.4244623655914	12464875	0.58	11160	1265	251860	None
2532	15.99	4.82	Neural Network (Specific Model)	11	0.888	14496	276.53409090909093	738271	0.37	792	88	58474	None
2542	88.35	4.6	Gradient Boost (General Model)	11	0.887	13667	347.77389786119596	2691788	0.59	2291	265	57067	None
2548	89.3	1.19	Neural Network (Specific Model)	11	0.879	128239	314.121158392435	1810721	0.41	1692	29	353184	None
2553	14.47	0.05	Neural Network (Specific Model)	11	0.909	22965	216.63894523326573	351209	0.28	493	21	59382	None
2555	47.29	117.93	Neural Network (Specific Model)	11	0.885	11173	305.11978084262233	21856006	0.45	21172	2910	143367	None
2567	82.52	0.95	Neural Network (Specific Model)	11	0.887	36696	323.16395165528115	2076984	0.43	1903	79	106615	None
2595	86.37	6.01	Neural Network (Specific Model)	11	0.875	15361	325.8577565632458	2337512	0.61	2095	227	74655	None
261	6.5	0.01	Neural Network (Specific Model)	11	0.919	191153	246.28571428571428	212889	0.32	266	7	191153	None
262	0.0	120.06	Neural Network (Specific Model)	11	0.888	11338	307.46109565384245	54064490	0.45	52115	7512	190590	None
2622	16.73	6.89	Neural Network (Specific Model)	11	0.884	24525	294.64683544303796	787614	0.35	790	55	56814	None
2623	4.71	0.27	Neural Network (Specific Model)	11	0.905	18699	262.9085365853659	285321	0.51	328	40	56153	None
263	94.48	0.29	Neural Network (Specific Model)	11	0.901	66614	355.8546239654552	3287545	0.47	2779	91	185310	None
2631	87.87	86.91	Neural Network (Specific Model)	11	0.918	10035	289.31726990692863	4556703	0.34	4835	630	72069	None
2659	9.15	1.43	Neural Network (Specific Model)	11	0.884	9746	268.0546218487395	431676	0.37	476	71	49416	None
2690	12.19	0.25	Neural Network (Specific Model)	11	0.911	2750	286.79418344519013	421188	0.59	447	149	8717	None
2707	82.65	87.3	Gradient Boost (General Model)	11	0.884	9796	286.11195590191977	5098565	0.6	5261	716	45417	None
2709	10.92	0.01	Neural Network (Specific Model)	11	0.873	3126	242.28624535315984	447557	0.59	538	141	26536	None
2746	26.86	0.0	Neural Network (Specific Model)	11	0.855	9014	290.59	814594	0.55	800	121	42382	None
2756	6.43	0.22	Neural Network (Specific Model)	11	0.898	30688	407.0862745098039	346739	0.44	255	22	41996	None
276	91.05	115.76	Neural Network (Specific Model)	11	0.883	36501	315.5008471704507	9476656	0.41	8853	444	277439	None
2771	55.7	9.49	Gradient Boost (General Model)	11	0.878	7835	277.4520861989913	2062097	0.5	2181	332	40651	Low confidence prediction - substantial (44%) disagreement between completeness prediction models
280	96.38	0.79	Gradient Boost (General Model)	11	0.884	46584	318.7824754901961	1762173	0.41	1632	56	140960	None
283	7.87	0.02	Neural Network (Specific Model)	11	0.858	94553	210.9234693877551	288771	0.3	392	5	134570	None
287	99.94	66.89	Neural Network (Specific Model)	11	0.852	19529	322.33371298405467	5971591	0.45	5268	677	131531	None
2873	69.44	0.0	Gradient Boost (General Model)	11	0.904	7972	289.31086439333865	1209322	0.62	1261	178	28480	None
2894	0.16	114.46	Neural Network (Specific Model)	11	0.919	6900	292.8398277955624	25935401	0.41	27177	4816	78776	None
29	29.79	111.55	Neural Network (Specific Model)	11	0.875	21220	299.5194316550324	20724630	0.39	20199	2033	306673	None
2901	75.54	6.57	Neural Network (Specific Model)	11	0.864	10356	336.48062015503876	1955363	0.57	1677	234	33958	None
292	90.47	3.29	Neural Network (Specific Model)	11	0.884	44196	323.9955201592832	2206047	0.43	2009	88	124214	None
294	94.99	2.32	Gradient Boost (General Model)	11	0.924	13065	301.68120950323976	2263144	0.61	2315	234	54575	None
2940	72.51	0.66	Gradient Boost (General Model)	11	0.924	5674	283.1329479768786	953282	0.26	1038	189	32330	None
2959	4.85	0.19	Neural Network (Specific Model)	11	0.904	14294	498.5404411764706	449707	0.43	272	56	31591	None
296	73.41	1.86	Gradient Boost (General Model)	11	0.874	7344	294.4798694232862	1854659	0.62	1838	319	38732	None
29630	34.83	2.2	Neural Network (Specific Model)	11	0.891	2934	250.81264637002343	720362	0.36	854	245	6283	None
2969	7.41	0.96	Neural Network (Specific Model)	11	0.867	8760	271.88157894736844	214066	0.38	228	39	31252	None
299	90.26	1.0	Neural Network (Specific Model)	11	0.882	27653	319.1086044071354	2066092	0.59	1906	119	122175	None
300	9.42	1.34	Neural Network (Specific Model)	11	0.855	11626	283.09977827051	447039	0.36	451	49	119385	None
305	92.54	97.09	Neural Network (Specific Model)	11	0.916	10456	345.5628220372572	11404614	0.49	10092	1714	114316	None
31668	8.29	0.0	Neural Network (Specific Model)	11	0.885	2658	268.685618729097	272159	0.62	299	100	5320	None
318	96.67	0.09	Gradient Boost (General Model)	11	0.891	34700	306.7795983086681	1951384	0.54	1892	91	105291	None
32225	21.43	0.86	Neural Network (Specific Model)	11	0.928	2548	262.61330049261085	344180	0.41	406	132	5262	None
33118	9.01	0.0	Neural Network (Specific Model)	11	0.911	2554	268.80250783699057	281885	0.45	319	108	5171	None
332	98.64	23.88	Neural Network (Specific Model)	11	0.891	58136	319.9748792270531	3339926	0.42	3105	107	253133	None
33560	9.19	0.43	Neural Network (Specific Model)	11	0.915	6235	247.07272727272726	533379	0.5	660	104	26914	None
338	98.32	0.64	Neural Network (Specific Model)	11	0.872	35134	346.42914979757086	2059238	0.6	1729	79	93176	None
34170	7.55	0.04	Neural Network (Specific Model)	11	0.868	2405	256.2059800664452	266317	0.57	301	105	5069	None
344	11.15	2.39	Neural Network (Specific Model)	11	0.914	27215	335.07795100222717	493110	0.44	449	40	90194	None
3458	17.36	0.08	Neural Network (Specific Model)	11	0.876	11513	275.8059701492537	504630	0.33	536	53	40366	None
35435	3.94	0.18	Neural Network (Specific Model)	11	0.859	3783	239.60311284046693	213108	0.36	257	62	4946	None
3570	5.84	0.03	Neural Network (Specific Model)	11	0.864	9439	188.26176470588234	443623	0.47	680	69	23510	None
35891	8.85	0.0	Neural Network (Specific Model)	11	0.894	2520	247.16101694915255	292986	0.62	354	109	6387	None
36650	6.4	0.0	Neural Network (Specific Model)	11	0.917	12461	358.59395973154363	349340	0.44	298	38	30830	None
375	93.23	102.18	Neural Network (Specific Model)	11	0.891	18464	298.11749963143154	6801611	0.47	6783	873	85073	None
37830	16.16	0.1	Neural Network (Specific Model)	11	0.925	2456	289.9657320872274	301360	0.3	321	118	4742	None
38951	37.09	0.07	Neural Network (Specific Model)	11	0.893	4378	295.0443548387097	981868	0.61	992	240	14621	None
39	2.26	109.8	Neural Network (Specific Model)	11	0.888	35620	327.75699466876057	26754625	0.41	24197	1998	475205	None
407	7.7	2.37	Neural Network (Specific Model)	11	0.901	33007	262.5	437551	0.52	502	39	80101	None
4090	6.3	0.13	Neural Network (Specific Model)	11	0.93	7156	207.60796645702305	318040	0.62	477	58	21485	None
412	11.47	0.11	Neural Network (Specific Model)	11	0.886	31892	297.06756756756755	520609	0.39	518	23	79575	None
43	97.11	0.0	Gradient Boost (General Model)	11	0.903	61746	321.60487225193106	1795748	0.45	1683	47	245198	None
431	84.94	1.74	Neural Network (Specific Model)	11	0.883	18431	310.6537958115183	1611213	0.41	1528	108	77120	None
442	5.45	0.56	Neural Network (Specific Model)	11	0.826	51023	238.20437956204378	236322	0.49	274	7	75484	None
4452	56.08	0.86	Gradient Boost (General Model)	11	0.905	3416	241.39903846153845	996127	0.3	1248	291	20275	None
44884	23.2	2.09	Neural Network (Specific Model)	11	0.908	2893	286.7370820668693	1244538	0.47	1316	420	22928	None
45	99.41	87.33	Gradient Boost (General Model)	11	0.908	37514	322.7593037214886	3548857	0.38	3332	168	240109	None
4563	88.92	1.92	Gradient Boost (General Model)	11	0.891	5090	292.04347826086956	2146048	0.58	2185	478	19911	None
461	6.17	1.03	Neural Network (Specific Model)	11	0.928	51755	254.94602272727272	289023	0.46	352	18	72491	None
4816	88.28	49.89	Gradient Boost (General Model)	11	0.883	3723	267.2659044268543	3090794	0.46	3411	843	19204	None
483	99.91	10.76	Neural Network (Specific Model)	11	0.84	19071	340.3110391945343	3373458	0.47	2781	321	70542	None
49	1.99	115.39	Neural Network (Specific Model)	11	0.904	7169	284.96734653853696	19254110	0.37	20396	3334	270534	None
4904	41.55	2.03	Neural Network (Specific Model)	11	0.908	4008	267.3099121706399	702800	0.28	797	185	10688	None
5	98.56	0.64	Gradient Boost (General Model)	11	0.893	129942	328.9840707964602	1871267	0.44	1695	24	511869	None
50	90.4	102.71	Neural Network (Specific Model)	11	0.911	25284	302.9960853395968	10176715	0.44	10218	1017	225185	None
5016	67.3	2.85	Neural Network (Specific Model)	11	0.913	5253	324.9451518119491	2177053	0.43	2042	456	18629	None
503	5.59	0.83	Neural Network (Specific Model)	11	0.905	21833	271.79840848806367	338779	0.53	377	29	68206	None
5126	63.0	0.82	Neural Network (Specific Model)	11	0.878	5326	286.8458230958231	1593339	0.61	1628	339	22950	None
5399	25.31	0.32	Neural Network (Specific Model)	11	0.896	3121	250.67575534266766	1136311	0.54	1357	351	14147	None
54473	4.81	0.03	Neural Network (Specific Model)	11	0.93	6717	449.3945578231293	212498	0.38	147	38	21048	None
5539	93.13	29.3	Gradient Boost (General Model)	11	0.914	3971	254.75032092426187	1300087	0.3	1558	341	17493	None
559	9.43	8.04	Neural Network (Specific Model)	11	0.851	17114	215.18471337579618	1067153	0.42	1413	115	64421	None
5596	74.61	2.45	Neural Network (Specific Model)	11	0.879	7057	308.7689701897019	1554333	0.6	1476	277	20263	None
566	85.67	1.99	Gradient Boost (General Model)	11	0.877	6968	272.6708609271523	1406201	0.59	1510	229	63998	None
5762	89.19	46.95	Gradient Boost (General Model)	11	0.902	4013	266.24082889946794	3157229	0.61	3571	826	17006	None
601	96.82	81.77	Gradient Boost (General Model)	11	0.884	15608	290.490763968073	4313044	0.54	4385	425	61791	None
6018	46.7	0.7	Neural Network (Specific Model)	11	0.889	5940	281.04473085670963	1249946	0.59	1319	246	31251	None
605	7.56	0.8	Neural Network (Specific Model)	11	0.889	20648	272.58490566037733	389369	0.41	424	33	32440	None
606	86.03	1.18	Gradient Boost (General Model)	11	0.902	12938	304.3092269326683	1621443	0.54	1604	168	61672	None
618	100.0	107.88	Gradient Boost (General Model)	11	0.885	9591	304.87355594239597	6518321	0.45	6319	1040	60455	None
642	100.0	82.6	Gradient Boost (General Model)	11	0.911	7003	282.7551986823142	4512492	0.34	4857	783	59081	None
6845	15.05	0.42	Neural Network (Specific Model)	11	0.873	2941	243.4880694143167	385065	0.51	461	126	15115	None
69	96.02	100.19	Neural Network (Specific Model)	11	0.876	22908	329.6388132001211	7444634	0.57	6606	740	190674	None
714	82.04	1.1	Neural Network (Specific Model)	11	0.885	28079	318.358361774744	1894728	0.59	1758	108	54404	None
7201	51.89	0.05	Neural Network (Specific Model)	11	0.886	5014	275.8536231884058	1286781	0.59	1380	279	14616	None
72584	52.95	11.58	Gradient Boost (General Model)	11	0.919	6615	266.60084033613447	1654175	0.48	1904	302	31947	Low confidence prediction - substantial (46%) disagreement between completeness prediction models
750	7.09	0.57	Neural Network (Specific Model)	11	0.923	15040	249.87037037037038	261985	0.27	324	34	52825	None
769	5.1	0.11	Neural Network (Specific Model)	11	0.917	31593	316.748987854251	254785	0.51	247	24	51766	None
7704	5.77	0.02	Neural Network (Specific Model)	11	0.806	7085	194.67321867321868	292943	0.35	407	49	13956	None
79	99.5	0.96	Gradient Boost (General Model)	11	0.882	48352	315.32659409020215	2066776	0.41	1929	66	171309	None
