Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
1119	9.7	2.65	Neural Network (Specific Model)	11	0.924	3947	325.2302405498282	306957	0.42	291	77	11040	None
1125	7.9	3.72	Neural Network (Specific Model)	11	0.904	3986	270.3818181818182	246384	0.57	275	64	6170	None
1135	8.62	1.37	Neural Network (Specific Model)	11	0.925	9372	295.8596112311015	442165	0.43	463	51	17557	None
114	23.1	8.53	Neural Network (Specific Model)	11	0.902	2219	249.1185921958684	1081011	0.45	1307	478	3633	None
1143	50.68	0.0	Neural Network (Specific Model)	11	0.86	28970	324.4837861524978	1289066	0.57	1141	47	58232	None
115	72.12	82.4	Neural Network (Specific Model)	11	0.883	14360	316.5936946510804	6061107	0.47	5646	478	59709	None
1154	5.82	2.01	Neural Network (Specific Model)	11	0.907	3175	255.0	240341	0.63	286	75	5621	None
1166	28.15	9.55	Neural Network (Specific Model)	11	0.866	14308	361.56387096774193	969765	0.6	775	74	26482	None
1174	8.72	5.31	Neural Network (Specific Model)	11	0.907	7125	353.9230769230769	516252	0.42	442	74	15226	None
118	54.04	27.17	Gradient Boost (General Model)	11	0.93	5094	296.46574752261955	2216014	0.38	2321	454	10694	None
1190	7.47	0.11	Neural Network (Specific Model)	11	0.912	4696	304.7769784172662	278265	0.47	278	59	9132	None
1196	10.51	2.45	Neural Network (Specific Model)	11	0.867	4242	271.1144578313253	310865	0.6	332	73	11141	None
1221	10.2	0.07	Neural Network (Specific Model)	11	0.904	5458	330.44797687861274	378942	0.52	346	71	10480	None
1224	9.64	2.45	Neural Network (Specific Model)	11	0.906	4618	269.54512635379064	246474	0.42	277	57	7747	None
1227	10.16	2.63	Neural Network (Specific Model)	11	0.922	3871	304.3804347826087	272891	0.59	276	71	6825	None
1236	12.05	6.07	Neural Network (Specific Model)	11	0.886	5646	305.65860215053766	384826	0.61	372	70	9328	None
1239	9.97	0.33	Neural Network (Specific Model)	11	0.881	4054	271.6566666666667	276957	0.5	300	70	7530	None
1241	8.42	0.31	Neural Network (Specific Model)	11	0.872	3342	268.2165354330709	234066	0.55	254	70	5743	None
1250	11.42	3.34	Neural Network (Specific Model)	11	0.874	7761	337.7012987012987	534962	0.58	462	69	14903	None
1254	8.0	1.29	Neural Network (Specific Model)	11	0.903	16396	343.17637540453075	701952	0.54	618	45	39736	None
1261	8.14	0.23	Neural Network (Specific Model)	11	0.89	4283	276.53943217665613	294552	0.39	317	69	6961	None
1262	7.96	0.57	Neural Network (Specific Model)	11	0.927	4119	280.63607594936707	286627	0.47	316	69	8574	None
1266	9.8	7.93	Neural Network (Specific Model)	11	0.922	5377	345.13793103448273	260109	0.44	232	48	11540	None
127	36.17	31.2	Neural Network (Specific Model)	11	0.905	5498	280.78390033540967	1939075	0.37	2087	375	14370	None
129	32.46	53.57	Neural Network (Specific Model)	11	0.883	4742	289.53598014888337	2769636	0.49	2821	600	10723	None
1305	5.22	0.95	Neural Network (Specific Model)	11	0.935	8779	267.07216494845363	331582	0.49	388	42	23864	None
1306	11.56	0.77	Neural Network (Specific Model)	11	0.866	6533	318.2068965517241	446738	0.57	406	67	14021	None
1321	8.17	0.12	Neural Network (Specific Model)	11	0.892	4110	263.6066666666667	265229	0.42	300	66	6221	None
1323	6.82	0.23	Neural Network (Specific Model)	11	0.922	4825	345.5176056338028	318492	0.43	284	66	9620	None
1324	7.44	0.38	Neural Network (Specific Model)	11	0.838	5259	235.72774869109946	321732	0.36	382	66	9099	None
1338	12.85	1.34	Neural Network (Specific Model)	11	0.857	9045	280.50771869639794	571121	0.36	583	65	19042	None
1342	7.4	0.37	Neural Network (Specific Model)	11	0.897	3378	219.90140845070422	208097	0.55	284	65	6166	None
1349	11.72	2.09	Neural Network (Specific Model)	11	0.919	11021	420.6761133603239	678277	0.4	494	65	17857	None
1355	6.05	0.22	Neural Network (Specific Model)	11	0.918	3117	315.6896551724138	207406	0.51	203	64	6926	None
1358	16.98	2.81	Neural Network (Specific Model)	11	0.907	10065	302.9777015437393	582797	0.39	583	60	17567	None
1365	13.19	9.22	Neural Network (Specific Model)	11	0.889	14132	302.45747422680415	790597	0.4	776	64	30819	None
1374	8.13	1.32	Neural Network (Specific Model)	11	0.93	4818	313.4754098360656	307907	0.45	305	64	8843	None
1380	8.71	0.61	Neural Network (Specific Model)	11	0.924	11548	283.81410256410254	430213	0.52	468	38	24260	None
1404	9.87	1.23	Neural Network (Specific Model)	11	0.899	5390	315.5211726384365	322194	0.53	307	63	9667	None
141	68.2	32.4	Gradient Boost (General Model)	11	0.888	10877	317.3414944356121	3366007	0.45	3145	341	23030	None
1410	8.63	1.56	Neural Network (Specific Model)	11	0.912	12358	321.20530973451326	595779	0.46	565	53	28268	None
1420	7.5	6.52	Neural Network (Specific Model)	11	0.864	5289	284.06382978723406	324035	0.41	329	62	9553	None
1428	3.6	1.01	Neural Network (Specific Model)	11	0.796	14878	386.3290598290598	680908	0.49	468	52	21175	None
1430	9.61	1.1	Neural Network (Specific Model)	11	0.894	8920	269.85515320334264	324133	0.33	359	35	16815	None
1442	9.14	2.35	Neural Network (Specific Model)	11	0.899	4188	286.680608365019	251074	0.5	263	61	7072	None
1453	4.91	0.69	Neural Network (Specific Model)	11	0.865	3809	211.23684210526315	221975	0.37	304	61	7110	None
146	52.9	25.78	Gradient Boost (General Model)	11	0.921	4887	272.6377678126557	1779375	0.53	2007	365	15093	None
1469	6.76	0.07	Neural Network (Specific Model)	11	0.896	3479	257.18595041322317	208138	0.37	242	60	5803	None
1481	3.4	13.42	Neural Network (Specific Model)	11	0.868	14278	292.9980276134122	512831	0.36	507	38	28001	None
1484	8.21	0.0	Neural Network (Specific Model)	11	0.906	8577	302.45375722543355	345787	0.47	346	43	15716	None
1488	11.93	1.57	Neural Network (Specific Model)	11	0.911	9662	354.5558375634518	459489	0.42	394	49	17462	None
149	50.98	35.22	Neural Network (Specific Model)	11	0.915	16378	351.37708177976634	4626623	0.45	4023	302	52119	None
150	28.47	30.87	Neural Network (Specific Model)	11	0.908	6831	337.06409841372613	3436595	0.41	3089	534	15143	None
1501	33.76	0.07	Neural Network (Specific Model)	11	0.923	31895	369.40954773869345	1431342	0.45	1194	46	56419	None
152	20.75	17.47	Neural Network (Specific Model)	11	0.923	3507	276.08022922636104	1249317	0.37	1396	359	7300	None
1522	10.44	6.02	Neural Network (Specific Model)	11	0.896	8136	309.45205479452056	453529	0.58	438	58	12513	None
1533	25.7	5.81	Neural Network (Specific Model)	11	0.901	13500	339.8867313915858	699147	0.59	618	57	20036	None
1537	7.48	0.04	Neural Network (Specific Model)	11	0.913	7175	347.3460076045627	299822	0.46	263	42	13840	None
1545	10.15	6.52	Neural Network (Specific Model)	11	0.927	9195	341.5797752808989	491050	0.43	445	57	16901	None
1553	7.15	0.61	Neural Network (Specific Model)	11	0.896	3622	272.14222222222224	204609	0.47	225	57	5704	None
1560	8.66	1.38	Neural Network (Specific Model)	11	0.926	5298	301.6666666666667	260215	0.47	267	49	11356	None
1577	26.86	2.84	Neural Network (Specific Model)	11	0.882	7099	279.8133971291866	397366	0.27	418	56	15277	None
16	0.0	119.78	Neural Network (Specific Model)	11	0.897	30985	332.6372515247918	54804457	0.42	49351	1961	59958	None
161	27.2	28.7	Neural Network (Specific Model)	11	0.903	4473	284.02	1648195	0.51	1750	374	13010	None
1613	14.07	2.71	Neural Network (Specific Model)	11	0.903	23515	307.22125813449026	936590	0.49	922	40	49737	None
1619	8.46	1.0	Neural Network (Specific Model)	11	0.882	6459	285.5125786163522	308348	0.4	318	50	11451	None
1640	9.28	3.13	Neural Network (Specific Model)	11	0.917	9724	281.9027237354086	236402	0.36	257	28	14465	None
1647	12.56	1.25	Neural Network (Specific Model)	11	0.883	7530	243.3	362171	0.32	440	53	13726	None
1648	4.74	0.17	Neural Network (Specific Model)	11	0.938	10615	661.2032967032967	384942	0.38	182	39	13896	None
1669	4.94	0.0	Neural Network (Specific Model)	11	0.912	5060	323.0983606557377	259177	0.4	244	53	9333	None
167	87.81	111.94	Gradient Boost (General Model)	11	0.914	18692	293.92035081439053	5377738	0.34	5587	313	59507	None
1673	7.0	0.03	Neural Network (Specific Model)	11	0.919	11906	266.89397590361443	360922	0.52	415	32	30382	None
1674	7.61	2.25	Neural Network (Specific Model)	11	0.934	16226	311.6079295154185	453122	0.55	454	29	32999	None
1679	5.43	0.31	Neural Network (Specific Model)	11	0.904	8940	317.58762886597935	203996	0.57	194	26	13199	None
168	24.2	20.01	Neural Network (Specific Model)	11	0.894	5949	302.1159486709441	2207696	0.44	2182	380	11629	None
1688	10.08	0.57	Neural Network (Specific Model)	11	0.911	4668	284.13157894736844	248516	0.42	266	52	9322	None
1703	6.28	4.82	Neural Network (Specific Model)	11	0.88	3779	269.4625550660793	207976	0.49	227	52	6573	None
1726	10.67	0.26	Neural Network (Specific Model)	11	0.875	11390	248.5688622754491	566540	0.42	668	51	20380	None
1759	12.26	2.57	Neural Network (Specific Model)	11	0.869	9427	313.54452926208654	424879	0.37	393	50	18530	None
1762	8.62	1.46	Neural Network (Specific Model)	11	0.893	8365	348.2193308550186	314436	0.6	269	39	11943	None
1786	9.96	1.64	Neural Network (Specific Model)	11	0.875	10216	324.1085271317829	286133	0.57	258	30	14993	None
179	91.84	92.92	Gradient Boost (General Model)	11	0.909	28954	370.8427884615385	7630254	0.52	6240	293	59884	None
1797	12.45	0.0	Neural Network (Specific Model)	11	0.881	7471	271.67134831460675	328532	0.6	356	49	12290	None
1801	15.64	4.57	Neural Network (Specific Model)	11	0.909	24092	339.01780415430267	1128856	0.41	1011	49	38638	None
1813	7.41	0.01	Neural Network (Specific Model)	11	0.883	4856	293.51680672268907	237059	0.6	238	49	8090	None
1815	12.15	1.1	Neural Network (Specific Model)	11	0.93	5441	309.7481203007519	265283	0.47	266	49	11781	None
1823	5.18	0.6	Neural Network (Specific Model)	11	0.891	4966	290.3466666666667	219645	0.43	225	49	8252	None
1825	19.25	5.48	Neural Network (Specific Model)	11	0.917	30356	286.5044422507404	945743	0.42	1013	33	52062	None
185	16.15	3.89	Neural Network (Specific Model)	11	0.835	2582	247.31670281995662	818201	0.56	922	317	4099	None
1864	8.24	0.07	Neural Network (Specific Model)	11	0.906	19968	264.7619926199262	473847	0.5	542	29	48388	None
187	35.69	25.43	Neural Network (Specific Model)	11	0.905	10790	328.58193668528867	3502982	0.46	3222	333	33511	None
1875	6.93	5.62	Neural Network (Specific Model)	11	0.874	15877	283.9505208333333	374067	0.43	384	26	17444	None
1879	6.85	0.2	Neural Network (Specific Model)	11	0.908	6318	234.68333333333334	276953	0.52	360	47	10785	None
1882	15.72	2.4	Neural Network (Specific Model)	11	0.878	8649	321.6294117647059	372934	0.38	340	47	13662	None
1887	4.73	1.41	Neural Network (Specific Model)	11	0.822	9860	277.65133171912834	417685	0.5	413	47	18560	None
1891	5.2	0.66	Neural Network (Specific Model)	11	0.92	5039	343.71090047393363	236026	0.5	211	47	9276	None
1928	5.5	4.88	Neural Network (Specific Model)	11	0.896	5114	287.63274336283183	217354	0.48	226	46	7334	None
193	55.46	38.02	Neural Network (Specific Model)	11	0.912	11458	295.6533333333333	2693783	0.41	2775	264	25421	None
1951	8.15	0.26	Neural Network (Specific Model)	11	0.903	9078	388.7241379310345	411763	0.41	319	46	16620	None
1961	9.47	0.11	Neural Network (Specific Model)	11	0.889	10110	325.3862068965517	318128	0.57	290	32	21644	None
198	21.43	30.81	Neural Network (Specific Model)	11	0.851	13120	321.799481097109	3058619	0.38	2698	244	21961	None
1986	8.23	0.38	Neural Network (Specific Model)	11	0.921	11198	501.1027027027027	301684	0.4	185	29	16089	None
202	20.19	17.9	Neural Network (Specific Model)	11	0.91	3370	270.4476629361422	1351284	0.37	1519	401	9440	None
212	18.68	12.67	Neural Network (Specific Model)	11	0.882	3926	239.93562465902892	1491531	0.4	1833	386	12646	None
224	20.04	10.34	Neural Network (Specific Model)	11	0.87	2821	232.52115987460814	1021294	0.49	1276	364	5111	None
231	35.18	32.35	Neural Network (Specific Model)	11	0.877	21947	285.9710737048537	5971416	0.39	6119	284	59360	None
233	30.68	9.83	Neural Network (Specific Model)	11	0.911	3877	276.5103678929766	1358288	0.42	1495	351	7518	None
246	24.53	21.73	Neural Network (Specific Model)	11	0.885	5124	301.68297213622293	1648954	0.63	1615	332	10179	None
251	16.42	19.82	Neural Network (Specific Model)	11	0.924	11926	430.1170904790065	2358160	0.49	1691	215	39246	None
255	27.19	12.68	Neural Network (Specific Model)	11	0.909	3590	296.79198635976127	1147270	0.43	1173	322	11943	None
258	20.82	12.0	Neural Network (Specific Model)	11	0.88	2361	259.95742232451096	768587	0.42	869	316	4632	None
265	18.98	3.14	Neural Network (Specific Model)	11	0.913	2285	258.5240963855422	703197	0.43	830	302	3744	None
27	0.95	77.66	Neural Network (Specific Model)	11	0.88	11864	329.0669864656502	13078865	0.44	11674	1171	35352	None
273	39.47	38.48	Neural Network (Specific Model)	11	0.886	9685	289.9190404797601	1961663	0.46	2001	210	22927	None
275	15.74	4.54	Neural Network (Specific Model)	11	0.897	3259	288.6824120603015	958228	0.4	995	292	10406	None
284	14.17	6.68	Neural Network (Specific Model)	11	0.931	2646	271.2944	545459	0.37	625	209	4270	None
289	59.24	46.11	Neural Network (Specific Model)	11	0.919	25274	364.19038617337293	4400536	0.45	3703	186	59925	None
298	19.91	16.57	Neural Network (Specific Model)	11	0.878	13880	293.2230371009491	2317857	0.4	2318	175	47462	None
311	80.06	53.98	Neural Network (Specific Model)	11	0.902	35598	361.7444737375786	5926922	0.59	4931	189	58653	None
312	21.63	3.28	Neural Network (Specific Model)	11	0.9	3613	287.67774566473986	662492	0.42	692	186	7436	None
316	28.24	19.86	Neural Network (Specific Model)	11	0.917	6737	310.08085612366233	1703219	0.44	1682	257	15845	None
318	22.65	13.27	Neural Network (Specific Model)	11	0.882	10361	292.8367088607595	1570920	0.51	1580	156	17099	None
321	72.48	58.05	Gradient Boost (General Model)	11	0.912	30718	360.3625717566016	5154117	0.41	4355	185	54936	None
334	23.3	8.56	Neural Network (Specific Model)	11	0.909	4966	309.0076419213974	932701	0.43	916	191	8225	None
342	17.1	36.2	Neural Network (Specific Model)	11	0.898	10974	315.4346764346764	1723330	0.51	1638	155	41014	None
349	3.26	43.7	Neural Network (Specific Model)	11	0.849	27748	317.4889834752128	4477375	0.38	3994	174	52266	None
353	28.16	16.12	Neural Network (Specific Model)	11	0.908	4526	251.0612244897959	1054228	0.29	1274	236	12997	None
354	0.01	87.58	Neural Network (Specific Model)	11	0.916	41670	321.3688718789867	5762920	0.43	5487	168	59645	None
356	22.17	17.41	Neural Network (Specific Model)	11	0.927	8656	366.8269592476489	1891659	0.46	1595	236	16186	None
364	23.15	11.34	Neural Network (Specific Model)	11	0.906	3457	274.70319634703196	795309	0.44	876	232	12888	None
366	18.82	19.8	Neural Network (Specific Model)	11	0.884	6505	297.676970633694	1305240	0.49	1294	202	13004	None
368	8.66	0.57	Neural Network (Specific Model)	11	0.915	2290	234.42296511627907	526512	0.4	688	227	3607	None
370	28.08	17.65	Neural Network (Specific Model)	11	0.887	4167	260.7878495660559	913852	0.38	1037	227	10259	None
398	21.15	10.1	Neural Network (Specific Model)	11	0.921	9466	293.98997493734333	1142665	0.4	1197	133	22690	None
399	15.56	6.95	Neural Network (Specific Model)	11	0.941	3818	321.97806451612905	793980	0.44	775	211	7447	None
4	0.0	110.76	Neural Network (Specific Model)	11	0.881	10686	302.244049056705	38326310	0.59	37263	3876	33398	None
409	20.32	11.72	Neural Network (Specific Model)	11	0.921	3585	290.6106489184692	568142	0.61	601	157	7758	None
412	19.87	18.37	Neural Network (Specific Model)	11	0.876	10698	322.5867970660147	1354799	0.6	1227	131	19637	None
423	11.89	2.41	Neural Network (Specific Model)	11	0.906	2866	290.74551386623165	588796	0.44	613	202	4987	None
434	24.48	14.37	Neural Network (Specific Model)	11	0.887	10263	290.547513540128	1991007	0.34	2031	198	21589	None
436	82.61	66.65	Gradient Boost (General Model)	11	0.906	28885	342.6079794079794	4401177	0.42	3885	159	57370	None
44	75.81	49.28	Gradient Boost (General Model)	11	0.895	4914	280.11167844985596	7156294	0.43	7638	1477	17763	None
441	18.4	0.25	Neural Network (Specific Model)	11	0.91	5485	309.3528662420382	799606	0.51	785	157	11255	None
446	50.26	32.43	Gradient Boost (General Model)	11	0.915	19384	327.5144849785408	1997761	0.42	1864	117	55901	None
454	17.32	4.62	Neural Network (Specific Model)	11	0.907	3751	297.01100412654745	713148	0.61	727	189	10239	None
455	16.88	2.76	Neural Network (Specific Model)	11	0.917	2517	270.521582733813	490933	0.45	556	189	4962	None
473	12.27	7.8	Neural Network (Specific Model)	11	0.927	4569	309.73042362002565	779269	0.5	779	178	8516	None
480	40.72	8.07	Gradient Boost (General Model)	11	0.922	6649	266.79411764705884	677779	0.25	782	108	22165	None
490	22.98	8.52	Neural Network (Specific Model)	11	0.873	5834	284.4909670563231	917820	0.53	941	173	10196	None
498	22.9	4.7	Neural Network (Specific Model)	11	0.917	4240	282.3102564102564	718540	0.43	780	172	7431	None
50	16.89	65.66	Neural Network (Specific Model)	11	0.879	8853	324.02641574585635	6396856	0.42	5792	743	35953	None
51	1.26	71.49	Neural Network (Specific Model)	11	0.919	9790	359.21401459854013	8028095	0.5	6850	861	30325	None
511	27.74	6.81	Neural Network (Specific Model)	11	0.916	11706	354.0181660899654	1339149	0.48	1156	116	38679	None
543	10.75	5.01	Neural Network (Specific Model)	11	0.876	7345	285.5695764909248	1125027	0.38	1157	156	21867	None
551	10.17	3.11	Neural Network (Specific Model)	11	0.875	2613	223.14910536779325	384549	0.6	503	145	4056	None
553	19.02	3.9	Neural Network (Specific Model)	11	0.9	5310	287.0049627791563	768668	0.42	806	153	11580	None
557	92.65	73.6	Gradient Boost (General Model)	11	0.896	43376	312.3491638795987	4683508	0.53	4485	116	59435	None
559	20.54	1.98	Neural Network (Specific Model)	11	0.944	4066	406.89270386266094	601645	0.45	466	151	7680	None
565	16.72	2.14	Neural Network (Specific Model)	11	0.934	3872	290.9801652892562	563749	0.41	605	150	7562	None
57	28.62	110.36	Neural Network (Specific Model)	11	0.906	26575	330.51352334748333	18009893	0.43	16490	720	59603	None
581	7.17	6.84	Neural Network (Specific Model)	11	0.895	4074	294.1829573934837	392787	0.51	399	99	6503	None
591	7.12	1.35	Neural Network (Specific Model)	11	0.845	2670	213.1525	302270	0.57	400	113	4189	None
592	21.95	3.53	Neural Network (Specific Model)	11	0.903	4260	264.01328903654485	526771	0.41	602	126	6487	None
599	45.19	20.39	Gradient Boost (General Model)	11	0.911	6764	300.35150812064967	851484	0.38	862	129	15367	None
61	11.28	102.08	Neural Network (Specific Model)	11	0.913	14597	282.33631343676046	10558861	0.29	11409	826	45975	None
612	10.01	1.47	Neural Network (Specific Model)	11	0.901	4112	249.44615384615383	592144	0.39	715	140	9946	None
617	10.51	1.73	Neural Network (Specific Model)	11	0.939	2928	297.60663507109007	400682	0.52	422	138	4749	None
62	53.86	26.86	Gradient Boost (General Model)	11	0.928	2252	262.6107011070111	2754761	0.45	3252	1200	4091	None
625	13.07	6.12	Neural Network (Specific Model)	11	0.907	7260	301.7164634146341	653295	0.45	656	96	12735	None
626	14.38	14.38	Neural Network (Specific Model)	11	0.893	6504	283.6521212121212	784156	0.57	825	124	12836	None
628	10.06	1.88	Neural Network (Specific Model)	11	0.894	2267	282.23442136498517	318706	0.42	337	136	3265	None
629	84.02	68.42	Gradient Boost (General Model)	11	0.874	36400	328.19168328111647	3950766	0.49	3511	115	57347	None
631	7.67	0.09	Neural Network (Specific Model)	11	0.91	2197	244.43582887700535	300542	0.4	374	135	2854	None
634	22.88	6.99	Neural Network (Specific Model)	11	0.895	9032	317.7615062761506	762351	0.6	717	93	19893	None
635	68.23	22.94	Gradient Boost (General Model)	11	0.894	33114	301.7743436357594	3041519	0.31	3009	104	56444	None
637	11.92	5.01	Neural Network (Specific Model)	11	0.879	7238	286.420054200542	719107	0.53	738	100	17181	None
650	10.44	8.14	Neural Network (Specific Model)	11	0.915	2546	248.75	338303	0.51	416	131	4025	None
669	16.18	2.34	Neural Network (Specific Model)	11	0.907	4214	303.6640625	385139	0.37	384	89	10077	None
670	31.72	5.65	Neural Network (Specific Model)	11	0.899	4647	250.69206349206348	525895	0.28	630	118	9506	None
673	12.35	2.8	Neural Network (Specific Model)	11	0.91	6031	289.7187096774193	737649	0.46	775	127	13036	None
677	15.48	7.99	Neural Network (Specific Model)	11	0.899	3956	294.47165991902835	484857	0.43	494	127	7240	None
684	26.85	10.92	Neural Network (Specific Model)	11	0.921	5866	286.4436274509804	759739	0.63	816	126	12483	None
699	8.5	1.99	Neural Network (Specific Model)	11	0.885	2563	307.1237785016287	319149	0.59	307	124	3902	None
702	16.07	1.31	Neural Network (Specific Model)	11	0.912	3019	246.87938596491227	369620	0.6	456	124	4979	None
703	13.74	3.67	Neural Network (Specific Model)	11	0.887	3206	295.8045112781955	398493	0.42	399	124	6826	None
711	10.63	0.36	Neural Network (Specific Model)	11	0.865	2654	236.41831683168317	330508	0.41	404	123	5011	None
714	10.15	9.71	Neural Network (Specific Model)	11	0.865	4731	289.10070671378094	566984	0.58	566	123	9706	None
723	11.98	5.46	Neural Network (Specific Model)	11	0.903	4400	300.4556451612903	494071	0.45	496	120	7943	None
725	10.2	8.7	Neural Network (Specific Model)	11	0.841	4556	255.67085427135677	362575	0.6	398	83	7020	None
727	12.15	2.81	Neural Network (Specific Model)	11	0.905	3052	277.83456790123455	372366	0.45	405	120	5746	None
728	13.58	7.81	Neural Network (Specific Model)	11	0.912	4725	284.02454991816694	569339	0.61	611	120	10949	None
729	29.83	5.59	Neural Network (Specific Model)	11	0.901	11069	361.80841799709725	829430	0.53	689	76	15923	None
731	9.96	0.53	Neural Network (Specific Model)	11	0.899	2399	234.91803278688525	286189	0.45	366	115	4225	None
736	10.57	0.44	Neural Network (Specific Model)	11	0.872	2359	227.34166666666667	281160	0.4	360	118	3158	None
737	8.61	0.47	Neural Network (Specific Model)	11	0.89	2411	216.63797468354431	287827	0.6	395	118	4054	None
742	9.47	7.95	Neural Network (Specific Model)	11	0.922	6039	334.8569182389937	691922	0.44	636	117	11274	None
749	11.87	5.49	Neural Network (Specific Model)	11	0.94	2549	274.1710144927536	300898	0.45	345	116	4406	None
75	72.62	73.39	Gradient Boost (General Model)	11	0.892	11144	304.15603382013836	6642266	0.45	6505	684	28803	None
773	17.02	0.41	Neural Network (Specific Model)	11	0.919	5707	311.685618729097	607100	0.39	598	112	9955	None
780	20.37	4.63	Neural Network (Specific Model)	11	0.806	5614	310.20131291028446	526563	0.53	457	96	11306	None
790	6.83	4.96	Neural Network (Specific Model)	11	0.877	2627	255.32326283987916	288846	0.45	331	110	4364	None
799	4.83	0.94	Neural Network (Specific Model)	11	0.929	4450	302.7142857142857	319573	0.54	329	73	8244	None
800	11.08	13.16	Neural Network (Specific Model)	11	0.903	7560	324.84808454425365	816492	0.48	757	108	14719	None
805	11.3	0.49	Neural Network (Specific Model)	11	0.909	3611	280.8734793187348	380140	0.48	411	108	6606	None
807	18.71	16.02	Neural Network (Specific Model)	11	0.886	5772	327.01869158878503	591816	0.58	535	107	11548	None
815	9.91	2.08	Neural Network (Specific Model)	11	0.944	8073	339.5615212527964	481045	0.42	447	63	17957	None
819	20.27	23.17	Neural Network (Specific Model)	11	0.895	36654	359.9734219269103	2174999	0.56	1806	64	59220	None
82	59.8	32.61	Gradient Boost (General Model)	11	0.901	5013	291.212552096102	3945064	0.47	4079	809	11501	None
832	6.83	1.24	Neural Network (Specific Model)	11	0.922	4759	330.88700564971754	380880	0.44	354	83	6648	None
834	6.63	0.43	Neural Network (Specific Model)	11	0.846	2584	220.11016949152543	276085	0.59	354	104	4441	None
84	62.65	34.31	Gradient Boost (General Model)	11	0.879	4117	296.9592384017163	3771912	0.43	3729	935	8653	None
843	8.58	1.88	Neural Network (Specific Model)	11	0.896	3373	289.20749279538904	335800	0.42	347	103	5911	None
844	24.51	5.88	Neural Network (Specific Model)	11	0.892	13015	268.4290322580645	1116662	0.42	1240	95	24300	None
867	26.52	0.02	Neural Network (Specific Model)	11	0.901	10518	366.19709208400644	753840	0.52	619	80	18595	None
87	43.92	62.85	Neural Network (Specific Model)	11	0.899	8955	324.5504885993485	5314459	0.43	4912	634	17024	None
878	7.93	0.01	Neural Network (Specific Model)	11	0.908	2324	229.61764705882354	231603	0.61	306	99	3215	None
880	20.54	14.64	Neural Network (Specific Model)	11	0.895	9397	301.38449367088606	636794	0.27	632	77	23117	None
892	6.5	3.24	Neural Network (Specific Model)	11	0.89	3609	284.9887640449438	256090	0.58	267	74	5833	None
909	15.59	4.79	Neural Network (Specific Model)	11	0.901	8627	297.5174418604651	679799	0.46	688	80	14598	None
916	9.33	0.0	Neural Network (Specific Model)	11	0.886	2243	237.14598540145985	219651	0.46	274	95	3272	None
921	40.05	0.02	Neural Network (Specific Model)	11	0.883	35475	309.8430698739977	1835167	0.58	1746	61	59908	None
