Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
11_contigs:S11_SemiBin_41	43.51	15.2	Neural Network (Specific Model)	11	0.885	6649	271.9714912280702	1259317	0.52	1368	226	25877	None
11_contigs:S11_SemiBin_44	43.56	21.7	Neural Network (Specific Model)	11	0.889	16470	299.4961832061069	1980133	0.53	1965	181	62657	None
11_contigs:S11_SemiBin_45	22.21	8.98	Neural Network (Specific Model)	11	0.847	15457	263.72617946345974	2012400	0.59	2162	193	43967	None
11_contigs:S11_SemiBin_47	99.56	0.13	Neural Network (Specific Model)	11	0.89	18486	290.68124517622846	3801083	0.46	3887	287	84303	None
11_contigs:S11_SemiBin_48	98.45	1.9	Neural Network (Specific Model)	11	0.876	19021	295.52817605868626	3028648	0.54	2999	242	77216	None
11_contigs:S11_SemiBin_55	13.05	7.07	Neural Network (Specific Model)	11	0.787	11318	227.75607843137254	1104694	0.3	1275	134	24889	None
11_contigs:S11_SemiBin_56	32.73	0.05	Neural Network (Specific Model)	11	0.898	16729	305.25898203592817	680402	0.5	668	49	36718	None
11_contigs:S11_SemiBin_57	100.0	0.31	Neural Network (Specific Model)	11	0.895	18777	317.3296839131203	6017414	0.67	5663	442	66352	None
11_contigs:S11_SemiBin_6	82.58	1.23	Neural Network (Specific Model)	11	0.871	7204	274.92953175707	4077877	0.7	4314	694	29250	None
11_contigs:S11_SemiBin_61	99.99	0.81	Neural Network (Specific Model)	11	0.861	2485994	301.7992455993294	2506882	0.33	2386	3	2485994	None
11_contigs:S11_SemiBin_65	36.5	0.09	Neural Network (Specific Model)	11	0.865	15699	287.51588065447544	1033718	0.52	1039	90	47151	None
11_contigs:S11_SemiBin_69	28.72	3.78	Neural Network (Specific Model)	11	0.835	20789	295.59689119170986	1022971	0.33	965	70	42499	None
11_contigs:S11_SemiBin_70	36.17	6.83	Neural Network (Specific Model)	11	0.815	15985	264.1192307692308	756976	0.33	780	73	46864	None
11_contigs:S11_SemiBin_77	30.42	9.37	Neural Network (Specific Model)	11	0.842	16375	276.5717151454363	980544	0.33	997	77	38906	None
11_contigs:S11_SemiBin_8	15.55	1.15	Neural Network (Specific Model)	11	0.873	19073	283.76045939294505	1186208	0.62	1219	93	43905	None
11_contigs:S11_SemiBin_9	24.37	10.3	Neural Network (Specific Model)	11	0.863	13798	291.93327702702703	1198394	0.54	1184	126	36324	None
11_contigs:S11_SemiBin_98	100.0	5.99	Neural Network (Specific Model)	11	0.841	2658250	297.4289897510981	2894527	0.34	2732	38	2658250	None
12_contigs:S12_SemiBin_0	100.0	5.54	Neural Network (Specific Model)	11	0.855	357541	279.55604982206404	2199673	0.4	2248	31	478460	None
12_contigs:S12_SemiBin_13	86.51	2.57	Neural Network (Specific Model)	11	0.893	8554	302.12935741285173	2413428	0.63	2381	351	38956	None
12_contigs:S12_SemiBin_18	83.97	0.39	Neural Network (Specific Model)	11	0.881	8333	275.8340807174888	1672500	0.39	1784	237	34705	None
12_contigs:S12_SemiBin_2	74.5	20.13	Gradient Boost (General Model)	11	0.835	7393	261.81940098346	2100818	0.32	2237	325	121753	None
12_contigs:S12_SemiBin_21	52.4	0.15	Neural Network (Specific Model)	11	0.893	6222	264.9149659863946	783559	0.38	882	142	25463	None
12_contigs:S12_SemiBin_26	27.82	14.69	Neural Network (Specific Model)	11	0.85	17148	298.065371024735	1189178	0.34	1132	126	245751	None
12_contigs:S12_SemiBin_27	7.96	0.0	Neural Network (Specific Model)	11	0.911	7081	275.1913746630728	335152	0.4	371	52	19992	None
12_contigs:S12_SemiBin_4	58.38	30.65	Neural Network (Specific Model)	11	0.845	5336	262.7966488956588	2445746	0.33	2626	468	34250	None
12_contigs:S12_SemiBin_45	64.6	0.66	Neural Network (Specific Model)	11	0.872	879479	304.0915887850467	1672990	0.55	1605	17	879479	None
12_contigs:S12_SemiBin_59	99.97	2.58	Neural Network (Specific Model)	11	0.881	307171	318.9203296703297	2366554	0.52	2184	24	577615	None
12_contigs:S12_SemiBin_7	99.97	23.83	Neural Network (Specific Model)	11	0.882	2369809	311.15938942137024	2976118	0.52	2817	125	2369809	None
23_contigs:S23_SemiBin_1	100.0	0.34	Neural Network (Specific Model)	11	0.882	2616356	332.9501689189189	2676943	0.67	2368	20	2616356	None
23_contigs:S23_SemiBin_11	100.0	6.97	Neural Network (Specific Model)	11	0.879	4940419	313.5361064189189	5060481	0.51	4736	17	4940419	None
23_contigs:S23_SemiBin_12	100.0	0.63	Neural Network (Specific Model)	11	0.876	3199495	314.44408427876823	4644096	0.51	4319	4	3199495	None
23_contigs:S23_SemiBin_14	47.43	0.02	Neural Network (Specific Model)	11	0.867	747549	311.7675126903553	2122237	0.52	1970	8	776101	None
23_contigs:S23_SemiBin_16	77.33	3.7	Neural Network (Specific Model)	11	0.833	9698	259.4103547459252	1944111	0.33	2086	254	45135	None
23_contigs:S23_SemiBin_17	71.65	29.68	Neural Network (Specific Model)	11	0.842	8296	272.45176544766707	3074382	0.33	3172	532	257587	None
23_contigs:S23_SemiBin_18	74.69	54.36	Neural Network (Specific Model)	11	0.838	14235	274.31095238095236	4116433	0.32	4200	492	332552	None
23_contigs:S23_SemiBin_2	100.0	36.45	Neural Network (Specific Model)	11	0.88	5328296	309.9284997850695	7365322	0.58	6979	124	5328296	None
23_contigs:S23_SemiBin_25	100.0	46.24	Neural Network (Specific Model)	11	0.833	2900362	285.3124292506226	4534793	0.33	4417	329	2900362	None
23_contigs:S23_SemiBin_27	6.7	0.08	Neural Network (Specific Model)	11	0.827	4786	226.3378016085791	610526	0.5	746	145	10302	None
23_contigs:S23_SemiBin_4	43.84	15.53	Neural Network (Specific Model)	11	0.881	60233	308.14534075104314	3013710	0.58	2876	125	708185	None
23_contigs:S23_SemiBin_5	44.94	0.62	Neural Network (Specific Model)	11	0.864	3319	235.95591476855253	1112649	0.32	1361	347	7688	None
23_contigs:S23_SemiBin_53	5.55	0.83	Neural Network (Specific Model)	11	0.839	44541	241.1411192214112	353394	0.51	411	28	140605	None
23_contigs:S23_SemiBin_72	100.0	0.24	Neural Network (Specific Model)	11	0.872	5153428	300.3974335472044	5627520	0.51	5455	10	5153428	None
26_contigs:S26_SemiBin_1	27.45	3.37	Neural Network (Specific Model)	11	0.878	3930	262.2451333813987	1240401	0.54	1387	314	14662	None
26_contigs:S26_SemiBin_15	100.0	29.28	Neural Network (Specific Model)	11	0.835	2900373	300.47036158861886	3638327	0.33	3374	39	2900373	None
26_contigs:S26_SemiBin_16	89.53	77.42	Neural Network (Specific Model)	11	0.837	1187971	294.0941956882255	6347648	0.33	6030	154	2814815	None
26_contigs:S26_SemiBin_17	44.06	10.32	Neural Network (Specific Model)	11	0.897	5656	279.07283763277695	2455570	0.52	2636	473	26358	None
26_contigs:S26_SemiBin_18	63.97	19.49	Gradient Boost (General Model)	11	0.871	6150	278.82953882078226	1642983	0.5	1713	289	26148	None
26_contigs:S26_SemiBin_2	67.85	23.91	Neural Network (Specific Model)	11	0.84	3717	241.47459421312632	2439446	0.33	2834	647	15986	None
26_contigs:S26_SemiBin_20	94.21	43.66	Neural Network (Specific Model)	11	0.885	855396	306.71875	3353594	0.52	3232	267	1133398	None
26_contigs:S26_SemiBin_23	75.07	26.75	Neural Network (Specific Model)	11	0.884	8423	282.3225806451613	2489419	0.52	2604	370	223268	None
26_contigs:S26_SemiBin_26	34.9	0.89	Neural Network (Specific Model)	11	0.892	5550	272.8712613784135	1408797	0.53	1538	278	14945	None
26_contigs:S26_SemiBin_27	93.66	1.16	Neural Network (Specific Model)	11	0.88	32684	309.36050030260236	5221680	0.56	4957	236	152482	None
26_contigs:S26_SemiBin_3	29.49	0.61	Neural Network (Specific Model)	11	0.882	3483	269.5456674473068	780702	0.67	854	218	8343	None
26_contigs:S26_SemiBin_33	30.15	1.01	Neural Network (Specific Model)	11	0.864	5578	268.69174757281553	1534686	0.52	1648	298	18835	None
26_contigs:S26_SemiBin_37	55.6	1.49	Neural Network (Specific Model)	11	0.911	4134	271.0170415814588	1305945	0.59	1467	314	11585	None
26_contigs:S26_SemiBin_38	100.0	4.11	Neural Network (Specific Model)	11	0.888	298726	319.7860986547085	2404675	0.66	2230	46	410369	None
26_contigs:S26_SemiBin_4	45.58	14.03	Neural Network (Specific Model)	11	0.884	3905	257.8150087260035	1500533	0.54	1719	384	12963	None
26_contigs:S26_SemiBin_41	35.85	12.82	Neural Network (Specific Model)	11	0.865	63265	296.5574043261231	1234168	0.53	1202	44	188231	None
26_contigs:S26_SemiBin_47	98.31	103.71	Neural Network (Specific Model)	11	0.82	232314	291.22962366673374	5285710	0.52	4969	66	2154333	None
26_contigs:S26_SemiBin_5	76.71	29.27	Neural Network (Specific Model)	11	0.867	15138	274.5591557119052	5118247	0.51	5401	528	69136	None
26_contigs:S26_SemiBin_52	99.99	0.4	Neural Network (Specific Model)	11	0.876	3350618	319.36941636778613	3350618	0.54	3067	1	3350618	None
26_contigs:S26_SemiBin_57	99.99	15.75	Neural Network (Specific Model)	11	0.844	2658353	295.5768442622951	3072729	0.34	2928	70	2658353	None
26_contigs:S26_SemiBin_6	100.0	48.44	Neural Network (Specific Model)	11	0.878	1438569	296.385116141441	6831293	0.51	6759	532	3199519	None
26_contigs:S26_SemiBin_69	26.71	0.13	Neural Network (Specific Model)	11	0.888	13665	292.6835443037975	623694	0.53	632	56	43812	None
26_contigs:S26_SemiBin_8	13.86	0.02	Neural Network (Specific Model)	11	0.827	3506	248.14505494505494	409055	0.32	455	112	10778	None
27_contigs:S27_SemiBin_102	89.44	77.57	Neural Network (Specific Model)	11	0.882	134633	315.8715306980656	5102516	0.52	4756	86	2337894	None
27_contigs:S27_SemiBin_103	34.06	3.61	Neural Network (Specific Model)	11	0.888	3923	273.149950347567	926589	0.52	1007	236	13199	None
27_contigs:S27_SemiBin_107	27.33	14.76	Neural Network (Specific Model)	11	0.872	4353	275.92382495948135	1169478	0.35	1234	279	10215	None
27_contigs:S27_SemiBin_11	100.0	43.44	Neural Network (Specific Model)	11	0.838	2872764	285.306880733945	4446812	0.33	4360	224	2872764	None
27_contigs:S27_SemiBin_110	99.76	1.13	Neural Network (Specific Model)	11	0.852	54291	323.618885580604	2675235	0.43	2351	87	130474	None
27_contigs:S27_SemiBin_112	99.67	5.76	Neural Network (Specific Model)	11	0.89	2646720	306.8156161806209	3292529	0.67	3189	5	2646720	None
27_contigs:S27_SemiBin_113	74.22	0.0	Neural Network (Specific Model)	11	0.883	336854	288.5798084596967	2452236	0.67	2506	13	461684	None
27_contigs:S27_SemiBin_119	66.05	0.06	Neural Network (Specific Model)	11	0.89	4684	281.1617250673854	1756390	0.61	1855	395	12800	None
27_contigs:S27_SemiBin_12	56.41	0.29	Neural Network (Specific Model)	11	0.916	4853	282.70229723394283	3941701	0.66	4266	855	26735	None
27_contigs:S27_SemiBin_123	80.86	49.46	Neural Network (Specific Model)	11	0.821	45700	294.0630965005302	4049005	0.33	3772	178	191568	None
27_contigs:S27_SemiBin_126	11.27	0.16	Neural Network (Specific Model)	11	0.851	5312	256.74238227146816	326347	0.33	361	62	50814	None
27_contigs:S27_SemiBin_129	82.87	13.51	Neural Network (Specific Model)	11	0.827	42252	290.2870148538572	2194221	0.33	2087	83	146166	None
27_contigs:S27_SemiBin_13	61.2	0.01	Neural Network (Specific Model)	11	0.922	4646	293.67673048600886	1295437	0.63	1358	292	14981	None
27_contigs:S27_SemiBin_131	12.83	5.67	Neural Network (Specific Model)	11	0.818	3821	225.86195652173913	760240	0.5	920	200	12175	None
27_contigs:S27_SemiBin_135	55.31	0.52	Neural Network (Specific Model)	11	0.864	5040	264.36588993554784	1848514	0.63	2017	391	15472	None
27_contigs:S27_SemiBin_141	17.91	0.25	Neural Network (Specific Model)	11	0.791	53622	281.7090909090909	880198	0.29	825	26	99096	None
27_contigs:S27_SemiBin_142	97.76	96.78	Neural Network (Specific Model)	11	0.812	1275438	294.58193391115924	8026078	0.28	7384	33	2365337	None
27_contigs:S27_SemiBin_143	100.0	0.81	Neural Network (Specific Model)	11	0.871	47545	298.3368388493659	3318314	0.28	3233	100	108888	None
27_contigs:S27_SemiBin_146	53.94	0.11	Neural Network (Specific Model)	11	0.886	4266	266.4215033301617	946418	0.28	1051	221	15223	None
27_contigs:S27_SemiBin_149	99.85	43.62	Neural Network (Specific Model)	11	0.881	2335741	320.8146911519199	3266582	0.52	2995	30	2335741	None
27_contigs:S27_SemiBin_160	100.0	0.52	Neural Network (Specific Model)	11	0.854	540630	283.1145496535797	2148900	0.4	2165	11	540860	None
27_contigs:S27_SemiBin_164	55.25	3.53	Neural Network (Specific Model)	11	0.867	4332	242.425	1338469	0.36	1600	317	16633	None
27_contigs:S27_SemiBin_166	60.4	1.2	Neural Network (Specific Model)	11	0.896	4708	273.5364285714286	1278617	0.32	1400	284	11027	None
27_contigs:S27_SemiBin_169	99.82	0.23	Neural Network (Specific Model)	11	0.893	53472	301.07142857142856	3222647	0.7	3192	95	158235	None
27_contigs:S27_SemiBin_173	99.82	3.31	Neural Network (Specific Model)	11	0.88	777769	307.69442484121384	2968684	0.66	2834	22	1369245	None
27_contigs:S27_SemiBin_175	99.94	1.32	Neural Network (Specific Model)	11	0.892	41946	286.51270449008007	2762638	0.45	2873	92	161406	None
27_contigs:S27_SemiBin_177	8.59	0.09	Neural Network (Specific Model)	11	0.905	4247	215.0521327014218	299670	0.33	422	69	12330	None
27_contigs:S27_SemiBin_18	51.34	1.11	Neural Network (Specific Model)	11	0.881	4452	257.4838129496403	973161	0.42	1112	224	12520	None
27_contigs:S27_SemiBin_190	5.76	0.03	Neural Network (Specific Model)	11	0.808	4290	223.74671052631578	251888	0.3	304	62	9686	None
27_contigs:S27_SemiBin_20	67.56	27.41	Neural Network (Specific Model)	11	0.887	4667	269.15373699148535	1921786	0.42	2114	427	15504	None
27_contigs:S27_SemiBin_21	55.28	0.86	Neural Network (Specific Model)	11	0.894	4053	264.2098692033294	1487458	0.61	1682	369	11298	None
27_contigs:S27_SemiBin_22	76.06	25.15	Neural Network (Specific Model)	11	0.901	4342	253.3664013644116	2961873	0.38	3518	698	13886	None
27_contigs:S27_SemiBin_26	43.76	6.16	Neural Network (Specific Model)	11	0.867	4484	253.6865671641791	997858	0.39	1139	227	19017	None
27_contigs:S27_SemiBin_291	99.97	0.25	Neural Network (Specific Model)	11	0.882	2279110	311.0935618341825	2279110	0.52	2159	1	2279110	None
27_contigs:S27_SemiBin_33	100.0	9.18	Neural Network (Specific Model)	11	0.892	2976823	304.11125443405354	3167455	0.38	3101	30	2976823	None
27_contigs:S27_SemiBin_37	49.56	14.13	Neural Network (Specific Model)	11	0.832	5889	267.8608275120903	1795403	0.33	1861	290	165721	None
27_contigs:S27_SemiBin_39	100.0	3.82	Neural Network (Specific Model)	11	0.834	2658320	288.4021254713747	3019799	0.33	2917	91	2658320	None
27_contigs:S27_SemiBin_4	65.9	6.17	Neural Network (Specific Model)	11	0.889	4562	257.44471010161385	1450207	0.41	1673	329	14084	None
27_contigs:S27_SemiBin_42	61.53	0.29	Neural Network (Specific Model)	11	0.882	4495	259.6809375	2818905	0.69	3200	640	14175	None
27_contigs:S27_SemiBin_46	48.88	21.23	Neural Network (Specific Model)	11	0.844	4336	254.96718828874305	1792656	0.33	1981	426	29762	None
27_contigs:S27_SemiBin_47	76.36	19.71	Neural Network (Specific Model)	11	0.876	4174	253.2091571279917	1662526	0.38	1922	403	12435	None
27_contigs:S27_SemiBin_5	61.58	25.71	Neural Network (Specific Model)	11	0.865	5293	263.08279883381925	1561549	0.37	1715	304	17248	None
27_contigs:S27_SemiBin_53	99.99	0.48	Neural Network (Specific Model)	11	0.875	3350610	318.568614788505	3376969	0.54	3097	8	3350610	None
27_contigs:S27_SemiBin_54	47.05	0.16	Neural Network (Specific Model)	11	0.878	4806	269.566411238825	1440031	0.54	1566	312	18087	None
27_contigs:S27_SemiBin_55	99.93	20.88	Neural Network (Specific Model)	11	0.875	46950	303.1667154995605	3542050	0.54	3413	186	163392	None
27_contigs:S27_SemiBin_6	49.03	19.26	Neural Network (Specific Model)	11	0.875	3611	261.25944907110824	1395787	0.4	1561	379	12380	None
27_contigs:S27_SemiBin_66	55.23	0.6	Neural Network (Specific Model)	11	0.852	4498	245.63272311212813	1509169	0.33	1748	342	16604	None
27_contigs:S27_SemiBin_73	24.56	1.36	Neural Network (Specific Model)	11	0.897	3768	282.66065879428214	1518502	0.44	1609	400	10514	None
27_contigs:S27_SemiBin_83	57.13	0.5	Neural Network (Specific Model)	11	0.888	4542	269.8709183673469	1783833	0.44	1960	403	16188	None
27_contigs:S27_SemiBin_84	59.06	0.75	Neural Network (Specific Model)	11	0.892	4565	296.0661928031986	2238569	0.43	2251	498	16666	None
27_contigs:S27_SemiBin_95	35.21	0.48	Neural Network (Specific Model)	11	0.877	3682	279.0441932168551	927315	0.72	973	249	10363	None
27_contigs:S27_SemiBin_97	51.59	17.91	Gradient Boost (General Model)	11	0.867	3700	263.5254865616311	982996	0.33	1079	261	11831	None
27_contigs:S27_SemiBin_98	12.26	0.22	Neural Network (Specific Model)	11	0.859	4142	249.51943844492442	804240	0.59	926	197	10175	None
4_contigs:S4_SemiBin_100	99.99	0.15	Neural Network (Specific Model)	11	0.88	541281	320.17324663260564	2349039	0.45	2153	15	654040	None
4_contigs:S4_SemiBin_104	21.16	0.01	Neural Network (Specific Model)	11	0.912	3473	284.4194053208138	596753	0.37	639	170	7834	None
4_contigs:S4_SemiBin_105	6.48	0.34	Neural Network (Specific Model)	11	0.346	4298	103.84848484848484	264770	0.46	297	63	10303	None
4_contigs:S4_SemiBin_109	7.09	0.1	Neural Network (Specific Model)	11	0.869	3903	256.12345679012344	356565	0.33	405	89	15520	None
4_contigs:S4_SemiBin_120	8.63	0.81	Neural Network (Specific Model)	11	0.876	19186	332.5610687022901	297974	0.35	262	39	57414	None
4_contigs:S4_SemiBin_123	100.0	5.52	Neural Network (Specific Model)	11	0.865	1908276	284.7075060532688	2035506	0.39	2065	35	1908276	None
4_contigs:S4_SemiBin_15	43.97	19.08	Neural Network (Specific Model)	11	0.844	6648	267.95036496350366	1953959	0.33	2055	330	33711	None
4_contigs:S4_SemiBin_16	94.28	30.01	Neural Network (Specific Model)	11	0.828	956688	300.8220288115246	3626302	0.33	3332	72	1105835	None
4_contigs:S4_SemiBin_17	57.46	1.53	Neural Network (Specific Model)	11	0.891	4626	266.6351716158889	2323467	0.51	2593	529	17200	None
4_contigs:S4_SemiBin_19	77.17	0.28	Neural Network (Specific Model)	11	0.881	5656	278.890243902439	2410778	0.68	2542	472	20808	None
4_contigs:S4_SemiBin_22	39.33	0.95	Neural Network (Specific Model)	11	0.843	5244	261.62246376811595	1281741	0.33	1380	264	16606	None
4_contigs:S4_SemiBin_24	100.0	28.4	Neural Network (Specific Model)	11	0.84	2860347	299.87014563106794	3526434	0.33	3296	30	2860347	None
4_contigs:S4_SemiBin_26	26.15	1.81	Neural Network (Specific Model)	11	0.845	3270	233.68965517241378	1512406	0.68	1827	454	8566	None
4_contigs:S4_SemiBin_31	22.09	0.05	Neural Network (Specific Model)	11	0.878	3331	253.52035623409668	679139	0.54	786	199	7519	None
4_contigs:S4_SemiBin_33	87.3	39.26	Neural Network (Specific Model)	11	0.87	5427	261.42624768946393	2434680	0.38	2705	472	25771	None
4_contigs:S4_SemiBin_37	99.95	30.0	Neural Network (Specific Model)	11	0.836	274779	251.5533279871692	2245093	0.39	2494	143	1006193	None
4_contigs:S4_SemiBin_45	66.39	1.48	Neural Network (Specific Model)	11	0.919	5462	290.27817745803355	1972343	0.38	2085	385	17827	None
4_contigs:S4_SemiBin_46	24.87	0.0	Neural Network (Specific Model)	11	0.897	3392	257.3992226540811	1548020	0.67	1801	450	7744	None
4_contigs:S4_SemiBin_47	28.62	1.44	Neural Network (Specific Model)	11	0.84	3443	245.09496402877699	606918	0.51	695	176	6962	None
4_contigs:S4_SemiBin_49	100.0	0.18	Neural Network (Specific Model)	11	0.877	2036288	308.1935812531839	2065471	0.39	1963	6	2036288	None
4_contigs:S4_SemiBin_5	62.72	21.66	Neural Network (Specific Model)	11	0.82	5385	265.84833050367854	1717146	0.54	1767	348	13399	None
4_contigs:S4_SemiBin_51	39.34	8.9	Neural Network (Specific Model)	11	0.894	3320	255.75809061488673	1059732	0.4	1236	309	8362	None
4_contigs:S4_SemiBin_53	100.0	19.29	Neural Network (Specific Model)	11	0.88	71116	314.4802431610942	3169338	0.67	2961	207	539202	None
4_contigs:S4_SemiBin_55	45.04	1.37	Neural Network (Specific Model)	11	0.881	4029	255.98556876061122	1024776	0.35	1178	259	10974	None
4_contigs:S4_SemiBin_58	34.14	6.41	Neural Network (Specific Model)	11	0.854	11672	299.15336879432624	1183478	0.33	1128	140	58171	None
4_contigs:S4_SemiBin_59	100.0	26.37	Neural Network (Specific Model)	11	0.833	2814815	296.14256137237504	3602875	0.33	3381	104	2814815	None
4_contigs:S4_SemiBin_62	78.16	0.76	Neural Network (Specific Model)	11	0.891	12036	296.56681514476617	2682931	0.67	2694	282	41327	None
4_contigs:S4_SemiBin_70	64.09	16.31	Neural Network (Specific Model)	11	0.873	4083	247.136955545577	1887277	0.4	2227	464	16538	None
4_contigs:S4_SemiBin_76	100.0	0.39	Neural Network (Specific Model)	11	0.847	2658345	303.99838644614766	2664816	0.34	2479	3	2658345	None
4_contigs:S4_SemiBin_78	68.66	1.4	Neural Network (Specific Model)	11	0.901	5329	264.02779493514515	1420967	0.35	1619	289	17482	None
4_contigs:S4_SemiBin_79	26.5	5.72	Neural Network (Specific Model)	11	0.888	3230	238.7094133697135	589711	0.42	733	173	24495	None
4_contigs:S4_SemiBin_80	22.79	0.17	Neural Network (Specific Model)	11	0.882	3239	259.9768907563025	420198	0.52	476	126	6782	None
4_contigs:S4_SemiBin_82	18.03	0.0	Neural Network (Specific Model)	11	0.892	3197	255.41796200345422	496355	0.61	579	152	6285	None
4_contigs:S4_SemiBin_84	22.97	0.61	Neural Network (Specific Model)	11	0.864	3400	254.87043418332183	1282221	0.35	1451	372	7977	None
4_contigs:S4_SemiBin_85	24.64	1.83	Neural Network (Specific Model)	11	0.85	3474	241.16487935656838	633650	0.33	746	183	6849	None
4_contigs:S4_SemiBin_86	90.51	9.09	Neural Network (Specific Model)	11	0.853	101010	278.92155009451795	2071716	0.4	2116	86	146920	None
4_contigs:S4_SemiBin_95	99.98	0.71	Neural Network (Specific Model)	11	0.843	42846	297.1593435680254	1993716	0.42	1889	80	111855	None
