Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
209	12.87	0.59	Neural Network (Specific Model)	11	0.768	428	93.06130903065451	435802	0.37	1207	1002	2739	None
210	17.29	2.59	Neural Network (Specific Model)	11	0.903	1585	218.24308943089432	889729	0.59	1230	589	3949	None
212	8.25	0.03	Neural Network (Specific Model)	11	0.9	264	83.94252873563218	290801	0.47	1044	996	2819	None
215	10.98	0.52	Neural Network (Specific Model)	11	0.781	791	122.3748031496063	593311	0.43	1270	952	2729	None
216	93.05	66.09	Gradient Boost (General Model)	11	0.906	14263	301.4006262663474	5407842	0.53	5429	539	59174	None
218	7.73	0.01	Neural Network (Specific Model)	4	0.816	276	78.68321013727561	272597	0.46	947	942	1420	None
220	4.25	0.07	Neural Network (Specific Model)	11	0.84	247	75.31718569780854	231853	0.5	867	924	744	None
221	5.6	0.01	Neural Network (Specific Model)	11	0.77	305	76.65639269406392	260071	0.54	876	813	1822	None
222	7.29	0.04	Neural Network (Specific Model)	11	0.958	273	86.8196371398079	253797	0.46	937	920	2629	None
224	9.14	0.16	Neural Network (Specific Model)	11	0.924	316	92.18350515463918	288912	0.59	970	902	1122	None
225	6.0	0.02	Neural Network (Specific Model)	11	0.92	228	71.59733036707453	208724	0.57	899	899	445	None
229	3.92	0.02	Neural Network (Specific Model)	11	0.815	255	74.89158016147636	237394	0.59	867	877	1916	None
23	100.0	66.28	Gradient Boost (General Model)	11	0.899	1002	175.32252998286694	8170266	0.37	14008	8553	6402	None
230	5.63	0.02	Neural Network (Specific Model)	11	0.914	249	77.34417040358744	225393	0.49	892	883	2404	None
231	5.46	0.02	Neural Network (Specific Model)	4	0.865	232	69.88901734104046	208234	0.42	865	884	401	None
234	5.75	0.01	Neural Network (Specific Model)	4	0.724	272	68.55408653846153	234609	0.37	832	863	617	None
237	5.57	0.19	Neural Network (Specific Model)	11	0.902	392	103.70030272452068	339935	0.49	991	839	2272	None
238	29.38	6.14	Neural Network (Specific Model)	11	0.904	1249	199.4428450465707	780259	0.6	1181	644	5632	None
239	6.75	0.03	Neural Network (Specific Model)	11	0.96	243	79.56032482598607	213507	0.64	862	848	788	None
24	54.64	6.28	Neural Network (Specific Model)	4	0.82	291	74.29623710591312	3711538	0.38	13766	12792	1210	Low confidence prediction - substantial (33%) disagreement between completeness prediction models
240	76.53	25.12	Neural Network (Specific Model)	11	0.907	6632	301.0492040520984	3431934	0.41	3455	591	26786	None
245	3.98	0.01	Neural Network (Specific Model)	11	0.954	256	80.37397420867526	214579	0.58	853	817	1060	None
246	15.75	0.2	Neural Network (Specific Model)	11	0.897	1214	186.93527508090614	577905	0.59	927	490	2753	None
247	7.3	0.03	Neural Network (Specific Model)	11	0.962	449	127.01556420233463	203139	0.61	514	468	1080	None
25	43.52	3.89	Neural Network (Specific Model)	11	0.943	263	83.79075571528402	2658437	0.47	10017	9756	9250	None
250	19.15	1.65	Neural Network (Specific Model)	11	0.906	2264	233.55272226051	1119227	0.52	1451	522	9145	None
251	6.83	0.01	Neural Network (Specific Model)	11	0.896	300	89.36239103362391	239119	0.39	803	785	1711	None
252	25.42	9.63	Neural Network (Specific Model)	11	0.91	1683	219.9787234042553	951964	0.42	1316	775	6347	None
253	5.59	0.01	Neural Network (Specific Model)	11	0.919	255	77.6243842364532	204695	0.56	812	781	1831	None
257	8.0	0.15	Neural Network (Specific Model)	11	0.873	489	119.26878612716763	282522	0.29	692	601	1221	None
261	9.4	0.2	Neural Network (Specific Model)	11	0.858	319	86.02165605095541	234909	0.6	785	735	1099	None
262	78.75	39.49	Gradient Boost (General Model)	11	0.905	8332	295.4492273730684	2656253	0.39	2718	402	47295	None
268	68.86	0.38	Neural Network (Specific Model)	11	0.889	4679	309.43490951546994	1787290	0.48	1713	449	27644	None
27	58.34	25.49	Gradient Boost (General Model)	11	0.876	519	119.68684780468597	4147686	0.58	10158	8214	1495	None
270	15.38	2.65	Neural Network (Specific Model)	11	0.868	1199	169.97905282331513	643134	0.41	1098	707	5305	None
274	48.06	8.81	Gradient Boost (General Model)	11	0.918	3170	235.29810453762207	1335889	0.29	1741	448	15232	None
275	4.38	0.04	Neural Network (Specific Model)	11	0.893	278	86.47808219178083	210963	0.44	730	708	6182	None
276	8.3	0.04	Neural Network (Specific Model)	11	0.907	717	124.53223915592028	350061	0.59	853	697	2307	None
279	26.94	3.01	Neural Network (Specific Model)	11	0.883	1662	203.26948480845442	1042014	0.56	1514	691	4519	None
280	9.29	0.01	Neural Network (Specific Model)	11	0.93	361	102.44654939106901	243491	0.6	739	688	976	None
281	64.14	7.5	Neural Network (Specific Model)	11	0.887	7867	300.71125265392783	1912745	0.56	1884	420	48304	None
283	70.45	28.34	Neural Network (Specific Model)	11	0.897	16065	314.26230584117263	4792629	0.42	4571	402	58955	None
29	53.07	16.02	Gradient Boost (General Model)	11	0.87	681	132.32208094555875	5072344	0.37	11168	7908	3349	None
291	14.4	0.01	Neural Network (Specific Model)	11	0.889	744	145.80103806228374	283451	0.34	578	407	1458	None
299	10.64	0.77	Neural Network (Specific Model)	11	0.872	1147	178.13315217391303	450177	0.58	736	398	2821	None
3	83.27	67.27	Gradient Boost (General Model)	11	0.888	467	117.63058445532435	25872469	0.41	65360	54428	5281	None
300	36.19	2.65	Neural Network (Specific Model)	11	0.882	5423	279.83868312757204	2306644	0.5	2430	493	32022	None
305	21.47	8.21	Neural Network (Specific Model)	11	0.875	3325	237.26140012845215	1261847	0.5	1557	402	22083	None
31	41.51	2.93	Neural Network (Specific Model)	11	0.913	288	84.8779190451479	2138338	0.45	7708	7409	2211	None
318	21.79	4.42	Neural Network (Specific Model)	11	0.867	3498	226.9341057204924	1080976	0.34	1381	346	16968	None
32	43.8	9.63	Neural Network (Specific Model)	11	0.803	460	97.72298325722983	2626342	0.55	7227	6053	2857	None
320	6.0	0.01	Neural Network (Specific Model)	11	0.878	818	154.15106732348113	320094	0.55	609	422	2433	None
323	25.82	2.11	Neural Network (Specific Model)	11	0.903	1920	243.46164383561643	589520	0.43	730	318	5577	None
327	9.17	0.0	Neural Network (Specific Model)	11	0.912	1218	211.34050880626222	354394	0.51	511	307	3221	None
33	41.63	4.68	Neural Network (Specific Model)	11	0.888	255	76.55434648200816	2080466	0.41	8087	8023	647	None
336	15.9	0.85	Neural Network (Specific Model)	11	0.879	2033	226.83271719038817	834820	0.43	1082	516	9521	None
340	29.64	4.39	Neural Network (Specific Model)	11	0.904	1315	199.63295099061523	634029	0.3	959	502	4843	None
341	57.2	6.17	Gradient Boost (General Model)	11	0.921	1696	222.96350364963504	496773	0.36	685	315	4937	None
344	10.61	0.47	Neural Network (Specific Model)	11	0.9	846	159.12841091492777	329412	0.6	623	396	1795	None
352	7.35	0.05	Neural Network (Specific Model)	11	0.878	450	113.59183673469387	208526	0.56	539	472	2639	None
354	6.72	0.77	Neural Network (Specific Model)	11	0.847	639	127.85714285714286	280994	0.43	623	471	1930	None
359	11.1	0.31	Neural Network (Specific Model)	11	0.868	1266	190.7036247334755	308436	0.51	469	255	2439	None
36	65.69	32.07	Gradient Boost (General Model)	11	0.864	1367	181.47788547690803	7708231	0.41	12277	5968	9047	None
361	65.56	18.15	Neural Network (Specific Model)	11	0.885	11662	300.8274956217163	2325077	0.59	2284	286	50696	None
385	10.11	0.48	Neural Network (Specific Model)	11	0.887	1142	184.16326530612244	426402	0.56	686	410	2584	None
39	37.7	7.8	Neural Network (Specific Model)	11	0.828	454	102.00227686703097	2422604	0.32	6588	5432	1631	None
394	8.14	0.0	Neural Network (Specific Model)	11	0.908	1147	191.46540880503144	300673	0.57	477	285	2379	None
396	22.48	1.58	Neural Network (Specific Model)	11	0.903	1536	213.39490445859872	444198	0.6	628	312	5583	None
404	14.95	0.2	Neural Network (Specific Model)	11	0.905	1974	241.875	544307	0.39	680	283	3589	None
405	8.83	0.0	Neural Network (Specific Model)	11	0.897	1180	182.5021739130435	280144	0.51	460	242	2123	None
41	39.54	11.38	Neural Network (Specific Model)	11	0.913	437	111.84080914687775	2498761	0.57	6822	5935	2344	None
42	30.75	5.25	Neural Network (Specific Model)	11	0.911	583	125.49368002889129	2280745	0.55	5538	4239	1969	None
421	23.76	15.47	Neural Network (Specific Model)	11	0.891	2412	284.7111111111111	474136	0.37	495	213	7917	None
424	12.41	9.13	Neural Network (Specific Model)	11	0.879	1396	196.38838475499094	368319	0.39	551	275	6300	None
425	6.17	0.01	Neural Network (Specific Model)	11	0.873	639	128.25684210526316	208509	0.59	475	364	2237	None
43	47.37	15.35	Gradient Boost (General Model)	11	0.932	622	139.5955272797378	2321752	0.29	5187	3910	1596	None
441	9.27	1.82	Neural Network (Specific Model)	11	0.929	735	168.29753914988814	242478	0.61	447	341	1765	None
45	42.1	8.7	Neural Network (Specific Model)	11	0.646	309	72.15797970479704	1442322	0.28	4336	4703	1187	None
456	20.39	0.8	Neural Network (Specific Model)	11	0.92	4740	324.66714285714284	740065	0.41	700	171	30485	None
458	9.01	0.65	Neural Network (Specific Model)	11	0.885	1189	178.9264214046823	361928	0.6	598	322	3021	None
459	13.53	0.69	Neural Network (Specific Model)	11	0.86	1781	214.09078014184396	525021	0.42	705	318	5820	None
46	39.73	7.01	Neural Network (Specific Model)	11	0.805	380	92.47434035342532	2832560	0.4	8262	7284	2831	None
47	94.94	65.57	Neural Network (Specific Model)	11	0.906	2404	250.16418887330528	8844228	0.38	10695	3831	23534	None
470	16.1	3.11	Neural Network (Specific Model)	11	0.889	2343	250.38013245033113	636853	0.41	755	311	9617	None
48	33.98	2.88	Neural Network (Specific Model)	11	0.932	284	87.40920810313075	1520644	0.52	5430	5174	2529	None
487	39.66	9.98	Gradient Boost (General Model)	11	0.905	7011	263.37201735357917	803215	0.28	922	176	45269	None
49	36.08	8.93	Neural Network (Specific Model)	11	0.863	258	73.80047754066557	1709210	0.38	6701	6570	864	None
490	10.99	0.58	Neural Network (Specific Model)	11	0.9	1306	206.6286836935167	349866	0.6	509	285	2666	None
491	5.57	0.05	Neural Network (Specific Model)	11	0.898	1401	192.17135549872123	250365	0.46	391	205	3188	None
5	37.01	18.8	Gradient Boost (General Model)	11	0.9	275	82.19619034828543	12174317	0.49	44676	43962	1809	Low confidence prediction - substantial (62%) disagreement between completeness prediction models
50	85.8	115.83	Neural Network (Specific Model)	11	0.878	5701	281.3905768835968	18701413	0.56	19484	4048	40087	None
508	11.9	0.19	Neural Network (Specific Model)	11	0.906	1783	214.17073170731706	377055	0.57	533	216	9103	None
509	29.32	9.84	Neural Network (Specific Model)	11	0.894	9353	305.36023916292976	1368222	0.36	1338	178	52621	None
52	38.7	10.28	Neural Network (Specific Model)	11	0.866	695	143.795197740113	2459365	0.39	4956	3532	3292	None
53	19.65	3.5	Neural Network (Specific Model)	11	0.907	257	76.73957533896137	987371	0.57	3909	3788	1278	None
534	87.23	53.74	Neural Network (Specific Model)	11	0.893	30445	352.45284697508896	5315160	0.54	4496	209	59960	None
538	18.01	2.81	Neural Network (Specific Model)	11	0.894	3214	284.26637554585153	653422	0.45	687	220	10435	None
54	30.93	5.44	Neural Network (Specific Model)	11	0.949	250	77.6359841827768	1111230	0.56	4552	4370	1763	None
541	17.84	0.43	Neural Network (Specific Model)	11	0.885	1611	196.4558303886926	375746	0.26	566	247	3664	None
55	21.65	2.86	Neural Network (Specific Model)	11	0.867	245	72.1506586169045	904206	0.26	3644	3621	470	None
553	5.81	0.0	Neural Network (Specific Model)	11	0.891	1990	226.2274052478134	260394	0.55	343	144	3709	None
560	20.27	12.65	Neural Network (Specific Model)	11	0.898	8771	294.21537396121886	1415569	0.4	1444	236	33277	None
566	90.73	0.22	Gradient Boost (General Model)	11	0.913	19800	382.7971089313371	2432639	0.52	1937	165	54183	None
572	9.82	0.03	Neural Network (Specific Model)	11	0.855	1081	165.93086419753087	235233	0.57	405	228	2066	None
58	29.07	4.22	Neural Network (Specific Model)	11	0.876	248	75.59738846572361	1420247	0.5	5514	5636	1118	None
590	13.61	4.67	Neural Network (Specific Model)	11	0.917	1409	235.1123595505618	204931	0.59	267	151	3898	None
597	7.01	0.0	Neural Network (Specific Model)	11	0.923	987	194.0375	201412	0.62	320	217	1988	None
610	8.04	0.14	Neural Network (Specific Model)	11	0.854	1484	189.420581655481	296505	0.33	447	210	6413	None
618	19.13	0.01	Neural Network (Specific Model)	11	0.915	3851	276.94267515923565	426642	0.37	471	122	8785	None
62	21.18	5.75	Neural Network (Specific Model)	11	0.893	332	92.8323380799265	1351050	0.5	4354	4013	2845	None
63	26.44	6.72	Neural Network (Specific Model)	11	0.972	302	97.12129461584998	987376	0.62	3306	3185	1442	None
633	21.18	0.01	Neural Network (Specific Model)	11	0.876	2752	249.13863636363635	374726	0.44	440	149	7206	None
637	9.5	0.99	Neural Network (Specific Model)	11	0.904	3838	306.4963325183374	415284	0.44	409	116	6634	None
639	90.16	0.92	Gradient Boost (General Model)	11	0.895	19408	298.50138350857776	1803876	0.34	1807	131	49008	None
640	10.68	0.25	Neural Network (Specific Model)	11	0.874	2569	249.08676789587852	393827	0.59	461	155	7601	None
65	28.88	8.15	Neural Network (Specific Model)	4	0.783	300	74.00244798041615	1379279	0.48	4902	4572	1878	None
667	5.25	0.0	Neural Network (Specific Model)	11	0.862	1955	228.81894150417827	285139	0.35	359	147	8558	None
68	37.08	10.92	Neural Network (Specific Model)	11	0.941	546	137.5373241976199	1212881	0.6	2773	2403	1223	None
684	12.53	0.47	Neural Network (Specific Model)	11	0.912	1560	241.47492625368733	268930	0.6	339	175	5341	None
687	63.42	17.8	Neural Network (Specific Model)	11	0.899	34377	325.83796940194713	3122626	0.43	2876	116	59534	None
69	43.27	18.04	Gradient Boost (General Model)	11	0.93	424	118.87542517006803	1796980	0.41	4704	4208	3135	None
695	6.67	0.0	Neural Network (Specific Model)	11	0.914	1503	214.89736070381232	239579	0.54	341	171	2892	None
7	93.66	60.42	Gradient Boost (General Model)	11	0.882	527	122.21603323084975	12663898	0.4	30574	24595	3320	None
70	42.68	9.94	Gradient Boost (General Model)	11	0.854	1112	161.18984158913753	2244967	0.55	3977	2337	3731	None
71	22.98	6.96	Neural Network (Specific Model)	11	0.651	364	75.72519923055785	1259451	0.36	3639	3520	1734	None
720	12.2	7.26	Neural Network (Specific Model)	11	0.92	3230	315.1226158038147	376695	0.38	367	134	20691	None
73	60.75	26.16	Gradient Boost (General Model)	11	0.877	2530	224.65978958874163	5610539	0.36	7319	2290	14370	None
734	13.38	3.12	Neural Network (Specific Model)	11	0.899	2173	237.14335664335664	225770	0.29	286	101	9163	None
74	26.11	2.11	Neural Network (Specific Model)	11	0.897	251	78.12541004289679	1029782	0.43	3963	4036	3238	None
75	19.26	5.05	Neural Network (Specific Model)	11	0.833	289	86.39682539682539	935712	0.53	3024	2752	3486	None
756	6.76	0.0	Neural Network (Specific Model)	11	0.899	2629	260.1677852348993	258288	0.45	298	98	7178	None
76	28.21	6.46	Neural Network (Specific Model)	11	0.773	261	73.59877573734	1019963	0.36	3594	3875	509	None
769	7.94	0.36	Neural Network (Specific Model)	11	0.852	2100	213.3203125	287626	0.38	384	149	8923	None
77	16.94	4.98	Neural Network (Specific Model)	11	0.915	334	98.19910514541387	1003189	0.5	3129	2867	2266	None
770	12.23	5.0	Neural Network (Specific Model)	11	0.889	2834	286.94166666666666	231937	0.57	240	86	6907	None
79	15.22	3.44	Neural Network (Specific Model)	11	0.849	335	88.9016921837228	775598	0.51	2482	2243	1562	None
8	22.27	8.37	Gradient Boost (General Model)	11	0.816	311	79.97180974477958	7558547	0.32	25860	24622	814	Low confidence prediction - substantial (70%) disagreement between completeness prediction models
804	6.21	0.5	Neural Network (Specific Model)	11	0.895	2504	260.1111111111111	297563	0.44	342	139	17157	None
81	22.04	5.53	Neural Network (Specific Model)	11	0.868	251	75.59569110240626	928629	0.59	3574	3605	1079	None
82	19.7	1.94	Neural Network (Specific Model)	11	0.723	266	66.5256446585435	966946	0.37	3529	3610	812	None
83	39.11	6.07	Neural Network (Specific Model)	11	0.876	617	126.66689798750868	1245241	0.29	2882	2134	1759	None
832	6.51	0.18	Neural Network (Specific Model)	11	0.803	2096	190.5632183908046	246845	0.37	348	131	7662	None
836	10.65	0.2	Neural Network (Specific Model)	11	0.879	3857	271.97133757961785	291248	0.61	314	81	26044	None
84	30.68	10.34	Neural Network (Specific Model)	11	0.922	314	93.82512601783637	783791	0.46	2579	2434	1913	None
840	6.07	0.05	Neural Network (Specific Model)	11	0.933	3310	352.4008097165992	279587	0.51	247	88	9271	None
85	24.75	3.93	Neural Network (Specific Model)	4	0.825	298	79.29622485533204	1039080	0.45	3629	3407	2750	None
86	23.1	6.11	Neural Network (Specific Model)	11	0.82	334	82.23898707465048	1132074	0.47	3791	3376	2703	None
875	7.71	0.0	Neural Network (Specific Model)	11	0.888	2093	251.6794425087108	243546	0.45	287	123	5772	None
9	35.91	18.49	Gradient Boost (General Model)	11	0.93	299	88.36522930146886	6004504	0.44	21173	20103	3400	Low confidence prediction - substantial (35%) disagreement between completeness prediction models
