Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
152	8.54	0.0	Neural Network (Specific Model)	11	0.847	2500	245.9681697612732	327491	0.49	377	119	6137	None
153	11.98	0.38	Neural Network (Specific Model)	11	0.845	2500	220.0462962962963	589037	0.37	756	199	10658	None
154	10.05	0.73	Neural Network (Specific Model)	11	0.905	2500	303.27438016528924	607541	0.38	605	199	11667	None
156	23.96	4.29	Neural Network (Specific Model)	11	0.891	11414	274.06468615237185	1919802	0.36	2087	188	28942	None
157	12.31	1.01	Neural Network (Specific Model)	11	0.848	2500	253.07837837837837	331082	0.45	370	123	5414	None
158	30.09	5.84	Neural Network (Specific Model)	11	0.912	17912	385.3743641912513	1244364	0.5	983	104	32998	None
159	13.27	0.52	Neural Network (Specific Model)	11	0.869	5732	239.28535353535352	652391	0.33	792	133	14267	None
16	94.65	102.41	Neural Network (Specific Model)	11	0.889	8570	276.91418714963345	10806774	0.41	11595	1585	29984	None
160	19.29	1.85	Neural Network (Specific Model)	11	0.857	5753	240.62851782363978	894899	0.45	1066	179	17505	None
161	6.19	0.08	Neural Network (Specific Model)	11	0.898	2500	272.6077738515901	257196	0.63	283	99	5020	None
162	19.9	0.18	Neural Network (Specific Model)	11	0.85	3093	276.5034802784223	419884	0.51	431	119	14973	None
163	30.5	4.21	Neural Network (Specific Model)	11	0.9	10211	303.1554404145078	779033	0.6	772	96	31348	None
164	17.87	1.84	Neural Network (Specific Model)	11	0.894	4733	306.9719101123595	548788	0.54	534	131	13803	None
165	15.87	0.48	Neural Network (Specific Model)	11	0.921	2500	237.89743589743588	301961	0.4	390	110	4911	None
166	25.38	0.85	Neural Network (Specific Model)	11	0.9	10998	376.6653645833333	963606	0.49	768	93	49892	None
167	13.96	1.6	Neural Network (Specific Model)	11	0.886	2500	240.5949152542373	479684	0.66	590	164	15259	None
168	66.21	11.45	Gradient Boost (General Model)	11	0.905	16024	310.9383259911894	1635081	0.37	1589	118	43568	None
169	33.29	1.68	Neural Network (Specific Model)	11	0.914	14739	316.28984375	1325097	0.46	1280	115	38699	None
17	92.45	94.17	Neural Network (Specific Model)	11	0.899	11283	333.9595708839436	12561030	0.59	11279	1287	47390	None
170	8.89	0.14	Neural Network (Specific Model)	11	0.898	2500	259.1734892787524	443135	0.46	513	164	6002	None
171	9.29	1.76	Neural Network (Specific Model)	11	0.877	3977	246.33690987124464	391245	0.52	466	102	17305	None
172	47.32	1.14	Neural Network (Specific Model)	11	0.878	11523	319.9233261339093	1011200	0.61	926	109	26169	None
173	12.32	0.2	Neural Network (Specific Model)	11	0.885	2500	246.57011494252873	362950	0.6	435	135	4667	None
175	26.54	1.18	Neural Network (Specific Model)	11	0.891	11845	291.0282542885974	969238	0.44	991	104	39469	None
176	20.14	0.43	Neural Network (Specific Model)	11	0.874	9776	298.49041713641486	906740	0.43	887	99	35550	None
178	10.47	0.29	Neural Network (Specific Model)	11	0.839	2639	190.41772151898735	482263	0.38	711	152	12365	None
179	12.34	0.18	Neural Network (Specific Model)	11	0.905	2500	252.23355263157896	253608	0.41	304	96	4620	None
18	72.71	38.78	Neural Network (Specific Model)	11	0.888	2500	241.65501618122977	3775438	0.4	4635	1234	14090	None
180	11.59	2.19	Neural Network (Specific Model)	11	0.836	2500	230.47131147540983	402931	0.41	488	151	6479	None
181	9.15	3.36	Neural Network (Specific Model)	11	0.846	4673	255.0466926070039	463630	0.45	514	109	18012	None
182	13.08	3.05	Neural Network (Specific Model)	11	0.868	2500	247.16468253968253	428960	0.38	504	150	9491	None
184	9.65	0.01	Neural Network (Specific Model)	11	0.893	2500	257.75454545454545	285260	0.46	330	100	7317	None
186	45.49	0.22	Neural Network (Specific Model)	11	0.907	13760	294.9900373599004	782211	0.34	803	87	27241	None
187	16.01	1.6	Neural Network (Specific Model)	11	0.882	2547	273.1768558951965	424899	0.62	458	140	8405	None
188	14.41	0.95	Neural Network (Specific Model)	11	0.868	2500	249.26793248945148	407437	0.52	474	140	7396	None
189	15.85	1.88	Neural Network (Specific Model)	11	0.853	2500	236.9671457905544	404989	0.41	487	138	16861	None
19	93.36	71.48	Neural Network (Specific Model)	11	0.882	10835	279.5432841100009	10725374	0.54	11309	1337	49789	None
190	10.4	0.69	Neural Network (Specific Model)	11	0.906	2500	257.0855263157895	258131	0.44	304	91	9165	None
191	11.6	0.0	Neural Network (Specific Model)	11	0.86	5521	282.4519015659955	439794	0.64	447	95	17623	None
192	12.89	1.06	Neural Network (Specific Model)	11	0.867	2500	265.9109589041096	402763	0.42	438	134	9250	None
193	10.53	3.35	Neural Network (Specific Model)	11	0.922	6968	313.5989010989011	740643	0.35	728	131	25810	None
194	6.87	0.05	Neural Network (Specific Model)	11	0.83	2500	222.7195767195767	303610	0.51	378	104	7061	None
195	42.86	14.91	Neural Network (Specific Model)	11	0.832	19728	287.2469577666428	1445268	0.39	1397	83	41536	None
196	8.27	1.74	Neural Network (Specific Model)	11	0.878	4279	273.8044280442804	505953	0.42	542	129	10093	None
199	7.06	0.0	Neural Network (Specific Model)	11	0.864	2500	249.72802197802199	314846	0.45	364	107	7236	None
2	76.92	91.97	Neural Network (Specific Model)	11	0.901	2500	275.75531319910516	19666669	0.42	21456	6696	12208	None
20	38.52	17.84	Gradient Boost (General Model)	11	0.901	4709	337.4925208974923	5102117	0.4	4546	1195	15944	None
200	5.87	1.13	Neural Network (Specific Model)	11	0.928	3696	311.6963696369637	304642	0.53	303	81	9009	None
201	9.47	0.35	Neural Network (Specific Model)	11	0.928	2500	318.77839335180056	371261	0.49	361	126	6977	None
202	6.66	0.15	Neural Network (Specific Model)	11	0.849	3571	196.55156950672645	308830	0.46	446	82	20460	None
203	42.16	4.63	Gradient Boost (General Model)	11	0.89	23292	320.43640196767393	1534045	0.41	1423	78	39173	None
205	19.35	2.34	Neural Network (Specific Model)	11	0.905	2500	286.1599045346062	396555	0.4	419	117	13368	None
206	9.33	0.18	Neural Network (Specific Model)	11	0.878	2500	232.27959697733	314396	0.47	397	104	8740	None
208	13.3	0.65	Neural Network (Specific Model)	11	0.878	2500	231.248322147651	351954	0.39	447	116	13747	None
21	56.8	20.83	Gradient Boost (General Model)	11	0.877	2500	241.94647747074933	3313848	0.49	4017	1197	9249	None
210	10.25	6.21	Neural Network (Specific Model)	11	0.921	3144	322.57828282828285	415154	0.43	396	115	13857	None
211	12.65	5.06	Neural Network (Specific Model)	11	0.901	4843	282.71507352941177	511554	0.57	544	115	11176	None
212	6.88	0.05	Neural Network (Specific Model)	11	0.853	2500	227.89655172413794	301464	0.46	377	113	7723	None
214	7.69	0.01	Neural Network (Specific Model)	11	0.871	6959	269.65762004175366	443170	0.56	479	70	31474	None
215	16.0	2.17	Neural Network (Specific Model)	11	0.852	6379	235.66666666666666	370570	0.3	447	79	17364	None
217	9.09	0.72	Neural Network (Specific Model)	11	0.873	9408	217.35552193645992	491767	0.59	661	71	17705	None
218	9.07	1.54	Neural Network (Specific Model)	11	0.851	2500	206.43965517241378	336312	0.34	464	111	7993	None
22	60.5	36.98	Gradient Boost (General Model)	11	0.866	9752	247.13025452032707	7406490	0.39	8683	952	33308	Low confidence prediction - substantial (26%) disagreement between completeness prediction models
220	6.54	0.2	Neural Network (Specific Model)	11	0.783	2500	204.62647754137114	330479	0.42	423	109	14565	None
221	26.34	0.55	Neural Network (Specific Model)	11	0.887	12123	308.3704918032787	634562	0.45	610	64	31004	None
222	25.32	3.9	Neural Network (Specific Model)	11	0.89	17883	308.86082474226805	805553	0.52	776	57	37347	None
224	10.86	0.21	Neural Network (Specific Model)	11	0.911	2500	272.29896907216494	260552	0.29	291	83	11720	None
226	14.23	1.18	Neural Network (Specific Model)	11	0.91	2500	236.140243902439	254451	0.36	328	86	11889	None
227	7.86	0.19	Neural Network (Specific Model)	11	0.934	3999	316.41698841698843	262755	0.63	259	69	10431	None
229	20.15	1.56	Neural Network (Specific Model)	11	0.856	10706	243.2554890219561	851415	0.31	1002	102	30103	None
23	92.66	80.51	Neural Network (Specific Model)	11	0.898	9227	292.86235694401483	6311954	0.44	6466	949	32678	None
230	5.3	0.0	Neural Network (Specific Model)	11	0.88	2500	232.25484764542935	285087	0.47	361	101	6291	None
232	10.37	1.78	Neural Network (Specific Model)	11	0.928	2500	309.5673758865248	281924	0.43	282	100	10730	None
233	20.83	13.44	Neural Network (Specific Model)	11	0.888	10518	287.03937007874015	860387	0.42	889	99	24415	None
234	8.81	0.0	Neural Network (Specific Model)	11	0.87	2500	231.57099697885195	263719	0.43	331	98	6273	None
236	11.91	0.56	Neural Network (Specific Model)	11	0.925	7259	258.8205128205128	325914	0.51	390	66	16177	None
237	12.25	1.77	Neural Network (Specific Model)	11	0.867	11916	239.34018264840182	721465	0.45	876	68	32196	None
238	7.13	0.03	Neural Network (Specific Model)	11	0.891	2500	260.77647058823527	298073	0.43	340	95	28368	None
24	57.74	31.17	Gradient Boost (General Model)	11	0.882	6039	255.2201914708442	6958756	0.48	8043	1383	34792	None
240	22.26	0.01	Neural Network (Specific Model)	11	0.865	16535	297.37366548042706	867107	0.5	843	60	38652	None
241	6.28	0.04	Neural Network (Specific Model)	11	0.849	2500	220.18507462686568	259676	0.42	335	91	10416	None
242	9.3	6.93	Neural Network (Specific Model)	11	0.837	7609	280.92024539877303	491503	0.49	489	70	20811	None
243	12.54	5.49	Neural Network (Specific Model)	11	0.904	4613	257.67621776504296	297772	0.36	349	72	10163	None
245	10.28	1.65	Neural Network (Specific Model)	11	0.902	17846	275.53562653562653	744195	0.45	814	54	46637	None
25	87.34	75.02	Neural Network (Specific Model)	11	0.876	10177	283.24176320144426	6432959	0.38	6647	848	48334	None
250	10.23	0.32	Neural Network (Specific Model)	11	0.881	5310	282.63496932515335	313258	0.53	326	68	14110	None
251	16.7	1.65	Neural Network (Specific Model)	11	0.896	13591	301.5959595959596	997178	0.38	990	80	29300	None
253	10.38	0.0	Neural Network (Specific Model)	11	0.9	17650	347.97243107769424	461795	0.44	399	59	37619	None
257	13.93	1.31	Neural Network (Specific Model)	11	0.941	10172	447.54266211604096	418009	0.6	293	46	34176	None
258	3.2	0.0	Neural Network (Specific Model)	11	0.347	5048	85.31283422459893	273617	0.49	374	61	6449	None
26	98.59	74.53	Gradient Boost (General Model)	11	0.883	9014	297.0074881979489	6194057	0.45	6143	897	29691	None
262	29.3	0.19	Neural Network (Specific Model)	11	0.871	19122	342.9287878787879	778106	0.6	660	52	31400	None
265	7.56	0.28	Neural Network (Specific Model)	11	0.862	7465	320.5821596244131	474573	0.45	426	75	20650	None
27	88.13	103.82	Neural Network (Specific Model)	11	0.886	11036	293.1538049303323	7397639	0.39	7464	839	39996	None
270	6.11	0.27	Neural Network (Specific Model)	11	0.837	4743	273.2917933130699	321305	0.39	329	74	11097	None
271	9.53	0.08	Neural Network (Specific Model)	11	0.882	4272	310.5970695970696	288034	0.63	273	72	9540	None
276	7.78	0.0	Neural Network (Specific Model)	11	0.862	6266	240.76274944567626	376767	0.41	451	70	22192	None
279	5.19	0.29	Neural Network (Specific Model)	11	0.822	6425	227.44230769230768	258294	0.35	312	53	14884	None
281	13.7	0.44	Neural Network (Specific Model)	11	0.899	4329	319.93840579710144	294278	0.59	276	69	7472	None
29	41.67	23.09	Neural Network (Specific Model)	11	0.896	4052	307.3710976837865	4081139	0.46	3972	1061	24592	None
293	8.95	0.86	Neural Network (Specific Model)	11	0.894	6359	300.69908814589667	331591	0.64	329	64	17939	None
3	0.3	116.47	Neural Network (Specific Model)	11	0.889	9555	280.6000529430673	49956474	0.41	52887	6961	58860	None
304	9.18	0.15	Neural Network (Specific Model)	11	0.923	8349	266.78453038674036	312451	0.32	362	41	22441	None
305	9.15	0.53	Neural Network (Specific Model)	11	0.846	7685	245.35902636916836	427450	0.41	493	60	18672	None
31	54.3	9.17	Gradient Boost (General Model)	11	0.857	3990	256.05432937181666	2634509	0.52	2945	679	18426	None
313	9.39	0.08	Neural Network (Specific Model)	11	0.867	12691	228.6117216117216	430423	0.32	546	39	37492	None
319	15.72	3.06	Neural Network (Specific Model)	11	0.86	8302	312.852417302799	428365	0.6	393	54	19438	None
32	73.53	45.41	Gradient Boost (General Model)	11	0.843	10356	293.8963314473444	5717032	0.6	5479	701	41967	None
321	6.58	3.64	Neural Network (Specific Model)	11	0.879	6884	275.0410557184751	319647	0.42	341	53	27897	None
33	85.65	29.99	Gradient Boost (General Model)	11	0.898	8066	322.0499462943072	4001994	0.41	3724	673	27001	None
338	11.18	0.0	Neural Network (Specific Model)	11	0.874	22327	286.8125	503010	0.54	512	27	40192	None
34	37.72	10.67	Neural Network (Specific Model)	11	0.87	2500	227.59260850880963	1822075	0.38	2327	608	16945	None
343	9.86	0.01	Neural Network (Specific Model)	11	0.93	7880	283.1241610738255	271780	0.72	298	40	17400	None
35	31.17	6.11	Neural Network (Specific Model)	11	0.899	2627	279.3445770627919	1791705	0.38	1927	568	11079	None
350	6.58	0.03	Neural Network (Specific Model)	11	0.876	7589	248.3435582822086	276465	0.34	326	48	16897	None
355	5.38	0.03	Neural Network (Specific Model)	11	0.942	10713	269.10299003322257	256383	0.46	301	36	18437	None
36	44.16	21.0	Gradient Boost (General Model)	11	0.872	2500	239.29013539651837	2547566	0.43	3102	959	8984	None
361	12.83	0.35	Neural Network (Specific Model)	11	0.868	18234	263.5971074380165	439359	0.39	484	29	23783	None
37	79.95	71.03	Neural Network (Specific Model)	11	0.895	8343	281.3899604352127	3807269	0.43	4044	645	29962	None
38	89.38	72.74	Neural Network (Specific Model)	11	0.903	13433	302.28563185227927	5213945	0.41	5199	509	46946	None
381	4.58	1.46	Neural Network (Specific Model)	11	0.46	8985	168.29565217391306	251767	0.45	230	28	19108	None
384	4.85	0.23	Neural Network (Specific Model)	11	0.917	12508	310.09491525423726	298909	0.49	295	26	31432	None
39	29.27	1.68	Neural Network (Specific Model)	11	0.883	2500	253.49945533769062	1576705	0.47	1836	532	9038	None
398	10.9	0.01	Neural Network (Specific Model)	11	0.894	11520	311.49829351535834	305858	0.61	293	31	25573	None
4	97.29	114.54	Neural Network (Specific Model)	11	0.886	9034	293.19436068141766	25298973	0.5	25535	3729	46509	None
40	89.27	81.99	Neural Network (Specific Model)	11	0.883	13465	337.156141223272	6905351	0.59	6033	574	50609	None
402	9.6	0.0	Neural Network (Specific Model)	11	0.891	18552	369.72289156626505	412544	0.38	332	24	32835	None
41	51.57	14.52	Neural Network (Specific Model)	11	0.89	14834	279.67975873193996	6699334	0.48	7129	559	51460	None
411	5.38	0.0	Neural Network (Specific Model)	11	0.915	7177	362.3393665158371	262450	0.45	221	38	35659	None
413	5.67	0.0	Neural Network (Specific Model)	11	0.847	10349	261.9719298245614	263466	0.52	285	29	27843	None
417	10.97	0.51	Neural Network (Specific Model)	11	0.899	11209	306.5412186379928	284803	0.52	279	25	42566	None
42	52.12	20.27	Gradient Boost (General Model)	11	0.908	6773	351.48367654445	4617086	0.41	3982	890	53217	None
423	10.18	2.09	Neural Network (Specific Model)	11	0.859	13350	312.39929328621906	308556	0.36	283	31	23765	None
43	61.47	8.36	Neural Network (Specific Model)	11	0.846	4747	274.19269247498914	2229757	0.58	2299	521	22304	None
44	93.39	60.98	Gradient Boost (General Model)	11	0.888	16288	304.5950319375444	7228678	0.45	7045	529	45142	None
441	9.24	0.21	Neural Network (Specific Model)	11	0.858	15105	293.4587973273942	459426	0.41	449	35	33557	None
447	10.06	0.17	Neural Network (Specific Model)	11	0.898	22349	322.42377260981914	415526	0.43	387	22	36853	None
45	44.86	14.41	Neural Network (Specific Model)	11	0.889	2500	257.92550143266476	1516614	0.59	1745	517	11154	None
46	50.87	10.55	Gradient Boost (General Model)	11	0.891	2500	268.750743604997	1518039	0.44	1681	487	10642	None
47	63.93	7.65	Gradient Boost (General Model)	11	0.881	9584	290.15774992357075	3226599	0.45	3271	449	37741	None
48	35.85	18.45	Neural Network (Specific Model)	11	0.909	2500	281.2844648063307	2223987	0.48	2401	790	18233	None
49	90.17	34.71	Neural Network (Specific Model)	11	0.867	11713	300.2152376721457	4664737	0.65	4502	475	39477	None
493	8.63	0.04	Neural Network (Specific Model)	11	0.877	25531	313.56485355648533	256161	0.34	239	14	41210	None
5	90.79	69.37	Neural Network (Specific Model)	11	0.905	7305	298.571379208214	20009505	0.49	20258	3469	51795	None
50	98.23	73.87	Neural Network (Specific Model)	11	0.875	9096	287.6663007683864	3585583	0.5	3644	536	31921	None
505	5.1	2.76	Neural Network (Specific Model)	11	0.92	14080	358.2184300341297	341735	0.46	293	27	30302	None
51	82.15	23.14	Gradient Boost (General Model)	11	0.893	10027	272.6592883160549	3260564	0.31	3569	441	31265	None
52	83.76	38.96	Gradient Boost (General Model)	11	0.875	10248	288.34578341555084	4199629	0.5	4257	499	39186	None
529	6.23	0.0	Neural Network (Specific Model)	11	0.839	13088	237.17460317460316	266050	0.49	315	25	23499	None
53	24.63	5.37	Neural Network (Specific Model)	11	0.892	2500	241.2513586956522	1191432	0.52	1472	443	5184	None
539	8.59	0.97	Neural Network (Specific Model)	11	0.872	24775	254.2590529247911	312911	0.37	359	15	35856	None
54	73.98	0.87	Neural Network (Specific Model)	11	0.885	10571	280.4976076555024	3765379	0.58	3971	519	34274	None
55	93.64	15.68	Neural Network (Specific Model)	11	0.867	10292	307.7137169743033	2938240	0.56	2763	374	35877	None
57	42.19	5.37	Gradient Boost (General Model)	11	0.873	2500	241.87091757387248	1600203	0.43	1929	586	12037	None
58	84.45	6.39	Gradient Boost (General Model)	11	0.871	10638	280.4005681818182	3052126	0.58	3168	390	45148	None
59	80.2	37.53	Gradient Boost (General Model)	11	0.89	11942	285.11232227488154	4049339	0.31	4220	421	32313	None
6	0.01	66.85	Neural Network (Specific Model)	11	0.89	10362	291.01786926034833	30316910	0.51	30947	3887	47708	None
618	5.33	3.25	Neural Network (Specific Model)	11	0.916	17510	337.83150183150184	301648	0.37	273	20	27941	None
62	86.87	61.68	Neural Network (Specific Model)	11	0.853	7494	276.9382756368387	2977794	0.44	3062	506	54271	None
63	83.07	34.48	Neural Network (Specific Model)	11	0.858	10625	272.3842378752887	3293739	0.38	3464	445	45678	None
64	23.0	6.83	Neural Network (Specific Model)	11	0.843	2500	215.3953068592058	1691211	0.4	2216	600	11295	None
647	5.64	1.81	Neural Network (Specific Model)	11	0.848	17142	251.35076923076923	288341	0.42	325	19	23637	None
65	21.31	5.09	Neural Network (Specific Model)	11	0.895	2500	267.41837455830387	1266264	0.43	1415	415	17184	None
654	4.98	0.0	Neural Network (Specific Model)	11	0.899	27179	319.1338912133891	253710	0.42	239	11	32182	None
66	22.28	2.72	Neural Network (Specific Model)	11	0.903	2577	278.85303514376994	1736994	0.42	1878	565	9888	None
67	44.64	10.13	Neural Network (Specific Model)	11	0.888	5858	244.1224307417337	1839457	0.34	2238	390	24373	None
68	38.57	3.46	Neural Network (Specific Model)	11	0.874	2500	261.4700630252101	1705092	0.41	1904	536	13852	None
69	25.73	3.93	Neural Network (Specific Model)	11	0.877	2500	256.9400164338537	1067672	0.58	1217	371	8137	None
7	70.01	53.89	Gradient Boost (General Model)	11	0.909	2500	280.63603305785125	8394019	0.44	9075	2997	14988	None
70	77.43	3.19	Neural Network (Specific Model)	11	0.882	9495	298.43041438623925	2592666	0.57	2558	356	51673	None
71	60.93	6.72	Neural Network (Specific Model)	11	0.895	13041	332.0465376023827	2984904	0.43	2686	323	44520	None
73	66.62	24.48	Gradient Boost (General Model)	11	0.872	17520	304.61211211211213	4176413	0.45	3996	289	42339	None
74	16.29	7.44	Neural Network (Specific Model)	11	0.893	2500	250.56465942744325	851735	0.51	1013	318	5994	None
75	83.93	44.82	Neural Network (Specific Model)	11	0.885	10827	270.26545842217485	2572018	0.38	2814	279	40449	None
76	58.27	17.28	Neural Network (Specific Model)	11	0.855	7815	303.5921696574225	1955018	0.63	1839	262	21923	None
77	73.72	25.28	Neural Network (Specific Model)	11	0.877	10868	248.69340101522843	2506723	0.32	2955	283	44740	None
78	62.84	8.54	Neural Network (Specific Model)	11	0.873	9693	294.5468998410175	1906061	0.5	1887	275	36291	None
79	18.63	1.85	Neural Network (Specific Model)	11	0.863	2500	230.4161886551944	1250810	0.49	1569	417	11348	None
8	98.66	108.98	Neural Network (Specific Model)	11	0.887	9327	281.7597837741244	21276069	0.59	22384	3079	40028	None
80	62.62	8.77	Gradient Boost (General Model)	11	0.897	5199	283.60137719969396	1237689	0.36	1307	280	17753	None
81	62.35	3.42	Gradient Boost (General Model)	11	0.867	9430	298.6213476446035	1730340	0.63	1677	241	38886	None
82	43.2	11.72	Neural Network (Specific Model)	11	0.877	10269	291.25284169670084	3583748	0.42	3607	403	42935	None
83	32.73	16.06	Neural Network (Specific Model)	11	0.867	8880	274.0080171031534	1771743	0.51	1871	218	26172	None
84	24.72	11.59	Neural Network (Specific Model)	11	0.88	2500	253.8697247706422	941960	0.42	1090	315	9089	None
85	77.17	0.21	Neural Network (Specific Model)	11	0.859	9418	297.59931000492855	2105813	0.64	2029	300	40506	None
86	19.54	1.19	Neural Network (Specific Model)	11	0.883	2571	233.78625954198472	932848	0.44	1179	305	10505	None
87	80.67	66.19	Neural Network (Specific Model)	11	0.905	13312	285.20671834625324	2923383	0.31	3096	265	44460	None
89	67.7	3.66	Neural Network (Specific Model)	11	0.885	9623	292.7520299812617	1584569	0.57	1601	247	33213	None
